step,ppo_actor/update/new_logp/avg,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,timeperf/train_step,ppo_actor/update/old_logp/avg,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/correct_seq_len/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/update/importance_weight/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/clip_ratio/avg,rollout/reward,eval-rollout/reward
79,-0.080504,0.125,0.0017861,3.1444,-0.078718,207.0,0.0014239,0.0014813,0.0,1171.4,0.25,-0.080504,956.28,0.0001126,0.0,-3.3801e-12,0.0,0.088137,44.391,1243.0,-0.0017861,-24.679,1.0,0.0,0.99964,0.0,0.41085,
80,-0.065176,0.078125,0.0013573,3.1282,-0.063819,187.0,0.0012914,0.0013224,1.7393e-09,1146.5,0.39844,-0.065176,1067.8,-2.9878e-05,0.0,-1.9412e-12,0.0,0.072322,45.037,1198.7,-0.0013573,-24.65,1.0,0.0,0.99993,0.0,0.47887,
81,-0.077267,0.125,0.0016179,3.0842,-0.075663,187.19,0.0014984,0.0015404,9.4895e-09,1141.9,0.42188,-0.077257,1021.2,8.5673e-05,0.0,4.8774e-12,0.0,0.086523,44.451,1230.0,-0.0016179,-24.831,0.99999,0.0,0.99988,0.0,0.24167,
82,-0.075444,0.125,0.0015284,3.2333,-0.073915,184.06,0.0013095,0.0013409,8.7674e-09,1054.3,0.375,-0.075444,761.29,-0.00017583,0.0,0.0,0.0,0.086958,44.302,1230.1,-0.0015284,-24.364,1.0,0.0,0.99978,0.0,0.47407,
83,-0.070985,0.125,0.0013705,3.0446,-0.069615,202.44,0.0012653,0.0013159,7.0428e-09,1116.5,0.35938,-0.070985,995.24,5.9929e-05,0.0,-3.0568e-12,0.0,0.080488,44.713,1184.5,-0.0013705,-24.713,1.0,0.0,0.99989,0.0,0.33628,
84,-0.066714,0.125,0.0013153,3.0372,-0.065399,197.06,0.0012977,0.0013169,-7.6861e-09,1096.8,0.42188,-0.066714,895.48,3.8354e-05,0.0,-4.1405e-12,0.0,0.07467,44.755,1243.7,-0.0013153,-24.588,1.0,0.0,0.99998,0.0,0.3662,
85,-0.071756,0.125,0.0013892,3.0953,-0.070367,204.94,0.0013483,0.0013952,1.1477e-08,1160.5,0.35156,-0.071756,1010.1,4.9256e-06,0.0,-5.8476e-12,0.0,0.080035,44.788,1242.1,-0.0013892,-24.38,1.0,0.0,0.99996,0.0,0.41176,
86,-0.067438,0.125,0.0013845,3.0583,-0.066054,177.62,0.0014218,0.001443,-1.1536e-08,1066.3,0.42969,-0.067438,955.6,-0.00031589,0.0,5.2398e-13,0.0,0.075313,45.003,1149.8,-0.0013845,-24.391,1.0,0.0,1.0,0.0,0.2521,
87,-0.075229,0.125,0.0015873,3.0752,-0.073641,216.5,0.0012372,0.0012906,2.3242e-08,1139.7,0.28125,-0.075229,904.28,6.1714e-05,0.0,0.0,0.0,0.085034,44.264,1231.8,-0.0015873,-24.223,1.0,0.0,0.99965,0.0,0.32432,
88,-0.081166,0.125,0.0018358,3.1142,-0.07933,212.62,0.0014545,0.001507,2.423e-08,1172.0,0.21094,-0.081166,906.89,5.65e-06,0.0,1.4562e-12,0.0,0.090403,44.048,1242.9,-0.0018358,-24.196,1.0,0.0,0.99962,0.0,0.53982,
89,-0.069492,0.10156,0.0014311,3.0549,-0.068061,208.75,0.0013742,0.0014547,5.5655e-10,1065.5,0.58594,-0.069492,934.39,-0.00010849,0.0,1.087e-12,0.0,0.07719,44.69,1251.1,-0.0014311,-23.983,1.0,0.0,0.99994,0.0,0.31206,
90,-0.071634,0.125,0.001672,3.0785,-0.069962,192.44,0.001298,0.0013529,-2.4812e-09,1153.3,0.30469,-0.071634,976.54,-0.000147,0.0,1.9385e-12,0.0,0.080616,44.642,1230.8,-0.001672,-24.352,1.0,0.0,0.99963,0.0,0.41935,
91,-0.074732,0.125,0.0017463,3.0286,-0.072985,194.44,0.001401,0.0014612,5.8886e-09,1085.2,0.375,-0.074732,933.54,-0.00024576,0.0,2.0911e-12,0.0,0.083071,44.686,1176.2,-0.0017463,-24.109,1.0,0.0,0.99965,0.0,0.58389,
92,-0.06624,0.125,0.0014345,3.044,-0.06482,185.75,0.0013514,0.0014002,1.2024e-08,1097.8,0.57031,-0.066233,993.86,-7.7638e-05,0.0,-6.1266e-12,0.0,0.073269,45.032,1235.8,-0.0014345,-24.695,0.99999,0.0,0.99992,0.0,0.46939,
93,-0.063549,0.125,0.0011336,3.0725,-0.062415,194.88,0.0012081,0.0012268,-2.2979e-08,1066.4,0.54688,-0.063549,934.67,-0.00024216,0.0,1.0686e-12,0.0,0.071311,44.83,1225.4,-0.0011336,-24.365,1.0,0.0,1.0001,0.0,0.21138,
94,-0.077417,0.125,0.0017595,3.1359,-0.075658,223.25,0.0014521,0.0015199,6.9546e-09,1183.1,0.27344,-0.077417,978.83,9.2742e-05,0.0,1.9405e-12,0.0,0.086054,44.64,1260.0,-0.0017595,-24.288,1.0,0.0,0.99969,0.0,0.31544,
95,-0.070269,0.10938,0.0016356,3.7287,-0.068634,241.38,0.0014916,0.0015826,-1.9616e-09,1213.7,0.22656,-0.070269,1047.6,-0.00027087,0.0,-7.6624e-12,0.0,0.077703,44.586,1262.4,-0.0016356,-24.538,1.0,0.0,0.99986,0.0,0.30594,
96,-0.074539,0.125,0.001491,3.0474,-0.073048,180.44,0.0014516,0.0015843,1.6642e-08,1083.0,0.34375,-0.074539,896.52,-8.3569e-05,0.0,-2.0638e-12,0.0,0.084144,44.759,1180.6,-0.001491,-24.16,1.0,0.0,0.99996,0.0,0.63095,
97,-0.064826,0.125,0.0015618,3.0643,-0.063264,198.75,0.0013664,0.0014169,-1.8394e-08,1093.1,0.40625,-0.064826,951.87,-9.342e-05,0.0,-2.0827e-12,0.0,0.072006,44.967,1189.7,-0.0015618,-24.322,1.0,0.0,0.9998,0.0,0.38806,
98,-0.071982,0.125,0.0015534,3.0785,-0.070429,244.44,0.0016534,0.0017081,2.9371e-09,1137.4,0.4375,-0.071982,895.18,0.00018565,0.0,0.0,0.0,0.080221,44.134,1325.8,-0.0015534,-24.34,1.0,0.0,1.0001,0.0,0.4,
99,-0.070222,0.125,0.0016787,2.6163,-0.068544,175.81,0.0015161,0.0015746,4.5523e-09,1013.8,0.42188,-0.070222,840.22,-6.334e-05,0.0,2.2228e-12,0.0,0.078212,44.724,1140.4,-0.0016787,-24.347,1.0,0.0,0.99984,0.0,0.31731,
100,-0.064551,0.11719,0.0015461,2.5901,-0.063005,178.69,0.0014533,0.0015123,2.782e-08,1035.7,0.3125,-0.064551,851.4,1.3359e-05,0.0,-2.1734e-12,0.0,0.072677,44.901,1119.5,-0.0015461,-24.33,1.0,0.0,0.99991,0.0,0.26613,0.016667
101,-0.071268,0.125,0.0016546,3.0715,-0.069613,180.5,0.0016274,0.0016579,-4.1643e-09,1096.5,0.32031,-0.071268,880.27,-3.4426e-05,0.0,-9.1501e-12,0.0,0.080533,45.007,1198.5,-0.0016546,-24.835,1.0,0.0,0.99997,0.0,0.4,
102,-0.070608,0.125,0.0015853,3.0872,-0.069023,255.69,0.0015016,0.0015732,9.9133e-09,1145.6,0.29688,-0.070608,855.29,-0.00018393,0.0,6.2795e-12,0.0,0.078654,44.318,1268.1,-0.0015853,-23.603,1.0,0.0,0.99992,0.0,0.28205,
103,-0.072966,0.125,0.0020359,2.5232,-0.07093,198.44,0.0015545,0.001634,-4.772e-09,996.89,0.32812,-0.072966,608.86,-6.8079e-05,0.0,-2.3328e-12,0.0,0.081558,44.368,1186.4,-0.0020359,-24.152,1.0,0.0,0.99952,0.0,0.43448,
104,-0.081094,0.10938,0.00228,3.5404,-0.078831,224.19,0.0018169,0.0019247,3.9142e-08,1077.0,0.34375,-0.081092,772.95,1.9082e-05,0.0,-4.3685e-12,0.0,0.08994,43.84,1236.2,-0.00228,-23.561,0.99999,0.0,0.99954,0.0,0.34899,
105,-0.061457,0.085938,0.0015579,2.9472,-0.059899,175.88,0.0014028,0.0014947,7.2136e-09,969.1,0.57812,-0.061457,839.76,-0.00020327,0.0,-7.0446e-12,0.0,0.069595,45.405,1146.4,-0.0015579,-24.166,1.0,0.0,0.99984,0.0,0.34091,
106,-0.074611,0.125,0.0016722,3.0527,-0.072939,199.0,0.0015603,0.0016125,7.8446e-09,1050.0,0.24219,-0.074611,778.35,-8.1442e-05,0.0,-6.5664e-12,0.0,0.082744,44.447,1136.8,-0.0016722,-24.154,1.0,0.0,0.99989,0.0,0.4557,
107,-0.072765,0.125,0.0015999,3.0432,-0.071166,203.69,0.0014641,0.0015284,-1.6753e-08,1086.0,0.32031,-0.072765,871.32,-5.906e-05,0.0,0.0,0.0,0.080911,44.082,1187.2,-0.0015999,-24.012,1.0,0.0,0.99986,0.0,0.38235,
108,-0.066869,0.10938,0.0017071,2.7345,-0.065162,191.25,0.0015945,0.0016416,-8.4998e-09,920.55,0.52344,-0.066869,713.03,-0.00022124,0.0,6.3851e-13,0.0,0.074052,45.039,1148.5,-0.0017071,-24.013,1.0,0.0,0.99989,0.0,0.5,
109,-0.07465,0.11719,0.0014542,3.0513,-0.073196,191.31,0.0016209,0.0016475,-2.3084e-08,1079.6,0.41406,-0.07465,1001.4,-0.00010838,0.0,-7.3395e-12,0.0,0.083117,44.53,1134.8,-0.0014542,-24.29,1.0,0.0,1.0002,0.0,0.49645,
110,-0.070492,0.125,0.0015466,2.9552,-0.068946,171.25,0.0014196,0.0014757,-1.2782e-08,991.99,0.48438,-0.070492,788.26,0.00015378,0.0,-2.2695e-12,0.0,0.079331,45.025,1183.4,-0.0015466,-23.998,1.0,0.0,0.99987,0.0,0.45283,
111,-0.064166,0.11719,0.0017877,2.8189,-0.062378,180.44,0.0016005,0.0017246,-1.2376e-08,951.04,0.47656,-0.064166,737.54,2.9819e-06,0.0,4.8343e-12,0.0,0.071328,44.822,1145.4,-0.0017877,-24.231,1.0,0.0,0.99981,0.0,0.37681,
112,-0.067736,0.125,0.0017543,2.5457,-0.065982,194.88,0.001432,0.0014731,1.0222e-08,1034.6,0.39062,-0.067736,725.86,-0.00014031,0.0,-3.8819e-12,0.0,0.076601,44.909,1232.5,-0.0017543,-24.338,1.0,0.0,0.99968,0.0,0.34188,
113,-0.075358,0.10938,0.0020969,2.5349,-0.073261,236.5,0.0019242,0.0020293,-5.4421e-09,1025.1,0.44531,-0.075358,813.16,7.6993e-05,0.0,4.7241e-12,0.0,0.084379,43.432,1195.2,-0.0020969,-23.473,1.0,0.0,0.99983,0.0,0.32667,
114,-0.063785,0.10938,0.0016304,2.52,-0.062155,184.31,0.0013767,0.0014163,8.1159e-09,1006.9,0.32031,-0.063785,775.44,0.00013152,0.0,-7.3596e-12,0.0,0.072979,45.058,1115.9,-0.0016304,-23.889,1.0,0.0,0.99975,0.0,0.42982,
115,-0.055345,0.054688,0.0019927,2.698,-0.053353,178.19,0.0014001,0.0015286,2.9346e-08,876.88,0.38281,-0.055345,761.69,-0.00014963,0.0,5.3318e-12,0.0,0.060154,45.111,948.33,-0.0019927,-24.223,1.0,0.0,0.99941,0.0,0.37903,
116,-0.06492,0.125,0.0015148,2.8845,-0.063405,189.88,0.0013254,0.0014719,-1.2695e-09,941.08,0.32812,-0.06492,628.74,0.00020346,0.0,-1.2398e-12,0.0,0.073455,44.18,1093.6,-0.0015148,-24.026,1.0,0.0,0.99981,0.0,0.35252,
117,-0.081553,0.125,0.0016108,2.5265,-0.079942,211.75,0.0015242,0.0015369,-6.0373e-09,1031.7,0.32031,-0.081553,624.37,-0.00040669,0.0,-1.1358e-12,0.0,0.092384,43.585,1223.6,-0.0016108,-23.662,1.0,0.0,0.99991,0.0,0.52817,
118,-0.070363,0.125,0.0020078,2.8295,-0.068355,187.94,0.0015954,0.0020644,-1.5046e-08,948.53,0.46875,-0.070363,729.7,-0.00013936,0.0,6.1223e-12,0.0,0.079253,44.309,1141.6,-0.0020078,-23.607,1.0,0.0,0.99959,0.0,0.48246,
119,-0.062165,0.085938,0.0017221,2.7294,-0.060443,193.31,0.0012995,0.0013365,1.5874e-08,914.23,0.53906,-0.062165,701.03,0.00013937,0.0,-2.5837e-12,0.0,0.069187,44.667,1163.6,-0.0017221,-24.032,1.0,0.0,0.99958,0.0,0.44737,
120,-0.075563,0.10938,0.0020661,2.4836,-0.073497,209.19,0.0015293,0.001588,4.4466e-10,1013.5,0.4375,-0.075563,795.8,0.00060308,0.0,0.0,0.0,0.085846,44.094,1182.8,-0.0020661,-23.766,1.0,0.0,0.99946,0.0,0.41414,
121,-0.070646,0.085938,0.0018236,2.7512,-0.068822,208.06,0.0015358,0.0016095,2.4235e-08,872.12,0.5,-0.070646,666.77,3.5e-05,0.0,0.0,0.0,0.079434,43.84,1077.5,-0.0018236,-23.281,1.0,0.0,0.99971,0.0,0.54938,
122,-0.07375,0.054688,0.0018135,2.562,-0.071937,215.5,0.0014198,0.0014812,1.4098e-08,993.41,0.40625,-0.07375,797.87,-0.00012362,0.0,9.5777e-12,0.0,0.082661,43.969,1127.2,-0.0018135,-23.559,1.0,0.0,0.99961,0.0,0.58654,
123,-0.061679,0.11719,0.0012776,2.5125,-0.060402,181.88,0.0012423,0.0012341,-6.7996e-09,848.09,0.64062,-0.061679,712.22,-0.00012034,0.0,2.7959e-12,0.0,0.070123,44.482,1090.3,-0.0012776,-23.62,1.0,0.0,0.99996,0.0,0.42857,
124,-0.062811,0.03125,0.0014272,3.0106,-0.061384,232.94,0.0011695,0.0012036,-1.8022e-08,973.77,0.47656,-0.062811,776.77,-0.00026856,0.0,1.2571e-12,0.0,0.069544,44.62,1153.1,-0.0014272,-23.596,1.0,0.0,0.99974,0.0,0.456,
125,-0.072354,0.125,0.001474,2.9121,-0.070899,262.12,0.0013047,0.001378,-6.7704e-10,966.42,0.4375,-0.072341,622.04,-4.708e-05,0.0,-4.6282e-12,0.0,0.082317,43.485,1234.3,-0.001474,-22.711,0.99999,0.0,0.99983,0.0,0.57143,
126,-0.06218,0.11719,0.0012228,2.7239,-0.060957,197.69,0.0011803,0.001234,4.0656e-08,924.87,0.46875,-0.06218,643.87,5.1436e-05,0.0,-2.5615e-12,0.0,0.069962,44.803,1172.8,-0.0012228,-23.618,1.0,0.0,0.99996,0.0,0.48113,
127,-0.057964,0.078125,0.0012662,2.307,-0.056698,164.88,0.0012524,0.0012821,3.2478e-09,752.15,0.6875,-0.057964,624.88,-0.00017991,0.0,3.1717e-12,0.0,0.065525,44.661,1032.2,-0.0012662,-23.469,1.0,0.0,0.99999,0.0,0.48454,
128,-0.076614,0.070312,0.0017258,2.8272,-0.074888,208.06,0.0014416,0.0014765,1.9318e-08,899.19,0.42188,-0.076614,716.74,1.5543e-05,0.0,1.3475e-12,0.0,0.087453,43.066,1032.3,-0.0017258,-23.319,1.0,0.0,0.99972,0.0,0.39053,
129,-0.073966,0.125,0.0013372,2.789,-0.072629,205.19,0.0012158,0.0012392,5.1507e-09,945.8,0.46875,-0.073966,603.78,-5.8493e-05,0.0,0.0,0.0,0.085015,43.512,1247.6,-0.0013372,-23.591,1.0,0.0,0.99988,0.0,0.58333,
130,-0.070889,0.125,0.0013119,2.2817,-0.069577,180.62,0.001326,0.0013583,1.5722e-09,787.23,0.41406,-0.070889,586.53,0.00020612,0.0,-7.6766e-13,0.0,0.081301,43.749,929.05,-0.0013119,-23.258,1.0,0.0,1.0,0.0,0.5339,
131,-0.077593,0.10156,0.0016247,2.4605,-0.075968,187.69,0.0015124,0.0015731,2.8673e-09,852.89,0.48438,-0.077593,561.42,9.2937e-05,0.0,-5.6002e-12,0.0,0.086607,43.806,1126.7,-0.0016247,-23.231,1.0,0.0,0.99989,0.0,0.45968,
132,-0.063889,0.125,0.0014179,2.5653,-0.062471,192.56,0.0011992,0.0012318,1.3118e-08,883.23,0.53906,-0.063889,576.8,9.5958e-05,0.0,-1.3484e-12,0.0,0.072626,44.327,1241.6,-0.0014179,-23.36,1.0,0.0,0.99978,0.0,0.63333,
133,-0.078335,0.11719,0.001579,2.5698,-0.076756,185.62,0.001545,0.001569,-4.4514e-09,881.91,0.51562,-0.078335,647.11,0.00011431,0.0,0.0,0.0,0.086105,43.945,1131.9,-0.001579,-23.367,1.0,0.0,0.99997,0.0,0.61157,
134,-0.054969,0.070312,0.0015601,2.3393,-0.053431,195.25,0.0011666,0.0012189,-9.7217e-09,783.84,0.66406,-0.054958,576.88,2.8486e-05,0.0,-1.5823e-12,0.0,0.060709,44.431,1192.9,-0.0015601,-23.467,0.99999,0.0,0.99961,0.0,0.47899,
135,-0.060347,0.085938,0.0015989,2.6181,-0.058748,195.0,0.0012043,0.0012685,2.651e-08,878.52,0.60938,-0.060347,687.83,0.0001711,0.0,-8.1753e-12,0.0,0.067298,44.316,1176.0,-0.0015989,-23.87,1.0,0.0,0.99961,0.0,0.41593,
136,-0.067548,0.054688,0.0014919,2.9514,-0.066056,204.12,0.0013367,0.0014491,6.4303e-10,945.67,0.4375,-0.067548,776.62,-0.0001678,0.0,-1.8839e-12,0.0,0.075371,44.281,1077.2,-0.0014919,-23.522,1.0,0.0,0.99984,0.0,0.53896,
137,-0.074968,0.11719,0.0017633,2.9852,-0.073205,349.62,0.0014281,0.0014664,5.0894e-09,1099.2,0.45312,-0.074968,841.95,8.7031e-05,0.0,1.2425e-12,0.0,0.083856,43.523,1312.3,-0.0017633,-22.698,1.0,0.0,0.99966,0.0,0.49593,
138,-0.067755,0.10156,0.001319,2.5472,-0.066436,198.06,0.0012076,0.0012579,8.7951e-09,848.66,0.50781,-0.067755,585.98,-0.00016669,0.0,7.1575e-12,0.0,0.075646,43.798,1119.7,-0.001319,-23.516,1.0,0.0,0.99989,0.0,0.48855,
139,-0.074567,0.11719,0.0016633,2.6899,-0.072904,179.25,0.0013781,0.0014659,-1.642e-08,905.26,0.5,-0.074567,647.25,-2.3302e-05,0.0,-3.8484e-12,0.0,0.08294,43.924,1163.3,-0.0016633,-23.205,1.0,0.0,0.99971,0.0,0.43519,
140,-0.063028,0.078125,0.0014696,2.6585,-0.061559,203.69,0.0011646,0.0012403,2.0768e-08,875.28,0.53906,-0.063028,682.03,-0.00013106,0.0,5.5469e-12,0.0,0.07196,43.987,1101.3,-0.0014696,-23.203,1.0,0.0,0.9997,0.0,0.35714,
141,-0.06881,0.11719,0.0014018,2.759,-0.067408,192.56,0.0011458,0.0012055,-9.5902e-10,938.38,0.46094,-0.06881,680.22,-3.5252e-05,0.0,2.4974e-12,0.0,0.077327,44.164,1159.1,-0.0014018,-23.649,1.0,0.0,0.99974,0.0,0.39,
142,-0.068112,0.11719,0.0012002,2.6419,-0.066911,209.44,0.0011045,0.0011318,7.0251e-09,888.2,0.33594,-0.068112,691.6,-5.1588e-05,0.0,5.4883e-12,0.0,0.078126,43.736,987.66,-0.0012002,-23.126,1.0,0.0,0.9999,0.0,0.40909,
143,-0.082066,0.11719,0.0015875,3.0182,-0.080478,211.12,0.0013032,0.0014332,1.2066e-09,1001.5,0.30469,-0.082066,738.54,-1.8254e-05,0.0,2.3565e-12,0.0,0.09325,43.69,1116.8,-0.0015875,-23.187,1.0,0.0,0.99972,0.0,0.4878,
144,-0.062426,0.125,0.00082433,2.709,-0.061601,186.94,0.0010067,0.0010194,1.2171e-08,911.74,0.46875,-0.062426,676.53,5.9425e-05,0.0,0.0,0.0,0.06905,44.333,1119.3,-0.00082433,-23.745,1.0,0.0,1.0002,0.0,0.38931,
145,-0.082983,0.0625,0.0013052,2.739,-0.081678,245.19,0.001299,0.0013247,-1.5375e-08,1067.0,0.48438,-0.082983,888.85,-7.531e-05,0.0,1.1332e-11,0.0,0.09404,43.211,1234.4,-0.0013052,-23.105,1.0,0.0,0.99999,0.0,0.39552,
146,-0.08407,0.023438,0.0012709,2.5116,-0.082818,237.38,0.0013931,0.0014847,-1.7629e-08,994.72,0.25781,-0.084057,600.21,-3.1514e-05,0.0,1.2297e-12,0.0,0.094358,43.231,1131.8,-0.0012709,-22.779,0.99999,0.0,1.0001,0.0,0.44248,
147,-0.077658,0.125,0.0015208,2.8356,-0.076137,179.69,0.0013366,0.0014343,2.0032e-08,941.41,0.46875,-0.077658,695.3,6.785e-05,0.0,-2.4453e-12,0.0,0.086245,44.346,1158.6,-0.0015208,-23.731,1.0,0.0,0.99982,0.0,0.46296,
148,-0.067851,0.03125,0.0013092,3.239,-0.066542,221.56,0.001102,0.0011345,4.708e-09,1031.8,0.44531,-0.067851,795.3,0.0001604,0.0,-5.7471e-13,0.0,0.075773,44.561,1221.7,-0.0013092,-23.492,1.0,0.0,0.99979,0.0,0.45556,
149,-0.065823,0.125,0.0014492,2.4682,-0.064374,175.25,0.0012144,0.0012535,1.1997e-08,850.96,0.53906,-0.065823,662.65,3.2539e-06,0.0,-1.1026e-11,0.0,0.074856,44.585,1071.2,-0.0014492,-23.477,1.0,0.0,0.99977,0.0,0.54545,
150,-0.066648,0.070312,0.0013877,2.3041,-0.065261,171.56,0.0012239,0.0012843,-5.5376e-09,774.33,0.55469,-0.066648,623.77,0.00013232,0.0,-1.5451e-12,0.0,0.073609,44.146,961.86,-0.0013877,-23.542,1.0,0.0,0.99984,0.0,0.42241,0.066667
151,-0.084366,0.10938,0.001636,2.804,-0.08273,213.12,0.0014687,0.0015262,-1.3157e-09,937.96,0.3125,-0.084366,728.47,4.0511e-06,0.0,-3.2122e-12,0.0,0.094683,43.431,1033.2,-0.001636,-23.018,1.0,0.0,0.99983,0.0,0.54795,
152,-0.065251,0.125,0.0011424,2.9437,-0.064108,183.0,0.0010859,0.0011028,-2.9942e-08,947.41,0.48438,-0.065251,725.19,0.00015408,0.0,-1.2184e-12,0.0,0.072656,45.084,1156.2,-0.0011424,-24.07,1.0,0.0,0.99994,0.0,0.43293,
153,-0.067936,0.09375,0.001442,2.9511,-0.066494,207.25,0.0010959,0.0011307,-2.0154e-08,940.69,0.54688,-0.067936,752.06,-0.00017121,0.0,-2.5396e-12,0.0,0.076416,44.06,1168.3,-0.001442,-23.432,1.0,0.0,0.99965,0.0,0.60305,
154,-0.071605,0.085938,0.0014888,2.48,-0.070116,185.69,0.0013103,0.0013354,7.1997e-09,847.98,0.5,-0.071605,637.53,-5.1638e-05,0.0,0.0,0.0,0.080564,43.989,1058.4,-0.0014888,-23.285,1.0,0.0,0.99982,0.0,0.64516,
155,-0.067327,0.125,0.0012885,2.3588,-0.066038,169.94,0.0012894,0.0013855,0.0,815.92,0.625,-0.067327,595.9,0.0,0.0,0.0,0.0,0.077395,44.166,1182.6,-0.0012885,-23.53,1.0,0.0,1.0,0.0,0.52756,
156,-0.065491,0.125,0.0013566,2.4694,-0.064134,165.0,0.0012166,0.0012382,-1.8043e-08,799.28,0.54688,-0.065491,613.4,-0.00018713,0.0,-7.3416e-13,0.0,0.074272,44.546,1023.6,-0.0013566,-23.447,1.0,0.0,0.99986,0.0,0.45133,
157,-0.064373,0.10938,0.0013388,2.3565,-0.063055,183.62,0.001137,0.0011692,1.3574e-08,815.96,0.48438,-0.064363,590.23,-2.2481e-05,0.0,-5.8913e-12,0.0,0.072329,44.141,1028.0,-0.0013388,-23.294,0.99999,0.0,0.9998,0.0,0.41463,
158,-0.085436,0.10156,0.0014867,2.9035,-0.08395,211.88,0.0014694,0.0015227,1.373e-08,923.84,0.40625,-0.085436,618.87,-0.00011172,0.0,1.3081e-12,0.0,0.097104,43.151,1132.5,-0.0014867,-22.951,1.0,0.0,0.99998,0.0,0.47407,
159,-0.058788,0.125,0.0013044,2.7878,-0.057484,196.19,0.0012,0.0012695,2.2832e-08,927.16,0.52344,-0.058788,758.48,-3.8083e-05,0.0,-1.2741e-12,0.0,0.065765,44.871,1112.4,-0.0013044,-23.75,1.0,0.0,0.9999,0.0,0.46358,
160,-0.07277,0.10156,0.001452,2.8816,-0.071318,204.12,0.0012639,0.0013023,8.3213e-09,949.06,0.38281,-0.07277,769.71,1.1145e-05,0.0,3.7506e-12,0.0,0.07924,44.47,1060.3,-0.001452,-23.495,1.0,0.0,0.99981,0.0,0.58182,
161,-0.075599,0.125,0.0013271,2.3016,-0.074272,189.19,0.0013074,0.0013245,0.0,792.54,0.55469,-0.075599,656.69,-0.00015413,0.0,-1.5436e-12,0.0,0.0855,43.604,961.75,-0.0013271,-23.179,1.0,0.0,0.99998,0.0,0.44444,
162,-0.077484,0.11719,0.0015379,3.0293,-0.075946,216.75,0.0012589,0.0013027,-1.5099e-08,1006.3,0.48438,-0.077484,807.02,0.00018224,0.0,-9.4367e-12,0.0,0.086045,43.948,1193.5,-0.0015379,-23.297,1.0,0.0,0.99972,0.0,0.59589,
163,-0.064651,0.10156,0.00095073,2.976,-0.0637,246.25,0.0011159,0.0011452,2.442e-08,949.21,0.5,-0.064651,683.61,6.3544e-05,0.0,1.3249e-12,0.0,0.073764,44.546,1214.8,-0.00095073,-23.21,1.0,0.0,1.0002,0.0,0.49565,
164,-0.077574,0.10156,0.0011239,2.8304,-0.07645,192.44,0.0011331,0.0011551,-9.1958e-09,944.32,0.57031,-0.077574,741.73,-0.00010907,0.0,4.9546e-12,0.0,0.086565,44.084,1213.2,-0.0011239,-23.652,1.0,0.0,1.0,0.0,0.41096,
165,-0.071224,0.125,0.0011112,3.0225,-0.070113,208.81,0.0011397,0.001178,-3.5047e-09,991.15,0.41406,-0.071224,627.26,0.00015535,0.0,-2.3809e-12,0.0,0.080042,44.072,1248.3,-0.0011112,-23.49,1.0,0.0,1.0,0.0,0.30252,
166,-0.084609,0.125,0.0018227,2.6328,-0.082786,172.12,0.0013639,0.0014264,-5.4602e-09,870.77,0.46875,-0.084609,624.85,-0.00019064,0.0,2.6661e-12,0.0,0.094099,43.658,1087.8,-0.0018227,-23.452,1.0,0.0,0.99954,0.0,0.4058,
167,-0.070777,0.125,0.0011581,2.8415,-0.069618,179.94,0.0010917,0.0011089,7.702e-09,953.82,0.29688,-0.070777,766.34,0.00010809,0.0,-6.6189e-12,0.0,0.079287,44.287,1033.0,-0.0011581,-23.585,1.0,0.0,0.99993,0.0,0.45946,
168,-0.079495,0.054688,0.0017829,2.8478,-0.077712,213.75,0.0013954,0.0016785,1.341e-09,924.91,0.47656,-0.079495,720.72,0.00015235,0.0,0.0,0.0,0.090299,43.89,1110.8,-0.0017829,-23.112,1.0,0.0,0.99961,0.0,0.49219,
169,-0.074292,0.085938,0.0013941,2.9521,-0.072897,178.62,0.0014164,0.0015095,-1.8861e-08,779.05,0.57031,-0.074292,599.23,6.2761e-05,0.0,1.5511e-12,0.0,0.083836,43.633,1017.7,-0.0013941,-23.241,1.0,0.0,1.0,0.0,0.76136,
170,-0.075189,0.125,0.0014732,2.7798,-0.073736,228.31,0.0012721,0.0013109,-3.0667e-08,912.45,0.49219,-0.075184,581.95,-0.00019415,0.0,-4.0839e-12,0.0,0.08467,43.119,1232.8,-0.0014732,-22.816,0.99999,0.0,0.9998,0.0,0.64103,
171,-0.074881,0.10938,0.0015807,2.6124,-0.073329,254.75,0.0013628,0.001431,-1.0543e-08,887.92,0.57812,-0.074878,684.73,-0.00015516,0.0,-1.4709e-12,0.0,0.086359,42.741,1166.4,-0.0015807,-22.727,0.99999,0.0,0.99978,0.0,0.56667,
