step,ppo_actor/update/new_logp/avg,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,timeperf/train_step,ppo_actor/update/old_logp/avg,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/correct_seq_len/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/update/importance_weight/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/clip_ratio/avg,rollout/reward,eval-rollout/reward
167,-0.31688,0.011719,0.0026971,3.0376,-0.31418,163.69,0.0025721,0.0025855,-1.4734e-08,406.42,0.59141,-0.31688,380.43,7.5592e-05,0.0,1.1511e-11,0.0,0.36857,23.472,682.82,-0.0026971,-13.799,1.0,0.0,0.99987,0.0,0.64766,
168,-0.29708,0.0078125,0.0024641,2.8838,-0.29461,146.94,0.0027659,0.0027522,-4.3165e-09,367.88,0.68516,-0.29708,365.67,-0.00036255,0.0,-1.0538e-11,0.0,0.34787,23.743,648.0,-0.0024641,-14.018,1.0,0.0,1.0003,0.0,0.70664,
169,-0.32542,0.0078125,0.0034901,3.1633,-0.32193,176.0,0.0025197,0.0026034,1.299e-08,416.9,0.64766,-0.32542,409.42,0.00051455,0.0,-7.7321e-12,0.0,0.37932,23.465,648.88,-0.0034901,-13.956,1.0,0.0,0.99903,0.0,0.49492,
170,-0.33024,0.011719,0.0052881,2.9726,-0.32495,159.84,0.0037964,0.0057776,1.4823e-08,401.11,0.70664,-0.33024,380.4,0.00016717,0.0,1.3511e-11,0.0,0.38765,23.268,692.29,-0.0052881,-13.671,1.0,0.0,0.99851,0.0,0.75195,
171,-0.327,0.011719,0.0031064,3.0592,-0.32389,160.75,0.0025355,0.0027355,-1.0287e-08,415.68,0.49492,-0.327,407.0,-0.00053539,0.0,0.0,0.0,0.38171,23.543,684.88,-0.0031064,-13.941,1.0,0.0,0.99943,0.0,0.67383,
172,-0.33229,0.035156,0.0036685,2.9286,-0.32862,149.72,0.0027536,0.0029417,-1.9749e-09,391.17,0.75195,-0.33229,368.14,-0.00065053,0.0,3.8572e-12,0.0,0.38472,23.36,678.47,-0.0036685,-13.856,1.0,0.0,0.99909,0.0,0.63203,
173,-0.33573,0.011719,0.0045794,3.2292,-0.33115,158.53,0.0032646,0.0038816,3.0863e-08,428.91,0.67383,-0.33573,407.94,0.00083747,0.0,0.0,0.0,0.39574,23.284,663.57,-0.0045794,-13.639,1.0,0.0,0.99869,0.0,0.67617,
174,-0.33573,0.0078125,0.0044089,3.2119,-0.33132,159.38,0.0032486,0.0034041,-6.86e-09,428.73,0.63203,-0.33573,411.01,-0.00033387,0.0,3.4576e-12,0.0,0.39132,23.333,677.76,-0.0044089,-13.673,1.0,0.0,0.99884,0.0,0.5293,
175,-0.31909,0.023438,0.0041345,2.9995,-0.31495,149.59,0.0039814,0.0041216,0.0,396.12,0.67617,-0.31909,377.03,-0.00030183,0.0,3.7777e-12,0.0,0.36845,23.46,702.93,-0.0041345,-13.822,1.0,0.0,0.99985,0.0,0.67383,
176,-0.32332,0.0078125,0.0044683,3.0148,-0.31885,169.0,0.0036825,0.0038179,4.0352e-09,405.34,0.5293,-0.32332,392.9,-0.0002703,0.0,3.9407e-12,0.0,0.37236,23.462,682.36,-0.0044683,-13.818,1.0,0.0,0.99921,0.0,0.66367,
177,-0.28536,0.019531,0.0038955,2.9552,-0.28147,151.16,0.0035448,0.0036865,-9.7753e-10,395.05,0.67383,-0.28536,382.04,-0.00029856,0.0,9.5462e-12,0.0,0.33099,23.785,684.82,-0.0038955,-13.939,1.0,0.0,0.99965,0.0,0.61875,
178,-0.32025,0.0078125,0.0056813,3.0527,-0.31457,161.59,0.0047918,0.0050627,5.0189e-09,410.99,0.66367,-0.32025,403.7,-0.00011311,0.0,1.8671e-12,0.0,0.36801,23.235,670.29,-0.0056813,-13.554,1.0,0.0,0.99911,0.0,0.66641,
179,-0.2924,0.0078125,0.0053111,2.929,-0.28712,156.44,0.0045421,0.0048696,-5.3911e-10,377.56,0.61875,-0.2924,375.24,0.0002865,0.0,-1.2635e-11,0.0,0.33468,23.456,672.5,-0.0053111,-13.834,0.99998,0.0,0.99923,0.0,0.69375,
180,-0.27475,0.0078125,0.0055413,2.8023,-0.26921,156.47,0.0045046,0.0048524,1.2672e-09,344.61,0.66641,-0.27475,344.61,6.3665e-05,0.0,-1.2375e-12,0.0,0.31559,23.537,,-0.0055413,-13.975,1.0,0.0,0.99896,0.0,0.50234,
181,-0.21711,0.0078125,0.0042434,2.8183,-0.21294,144.28,0.0041424,0.0045467,9.4087e-09,347.0,0.69375,-0.21711,347.0,0.00070298,0.0,2.7564e-11,0.0,0.25093,24.085,,-0.0042434,-14.134,0.99996,0.0,0.9999,0.0,0.64297,
182,-0.27239,0.0078125,0.0046274,2.8597,-0.26776,164.62,0.0039602,0.0042183,-1.1392e-08,366.06,0.50234,-0.27239,366.06,-0.00055867,0.0,-4.6235e-12,0.0,0.31262,23.683,,-0.0046274,-14.068,1.0,0.0,0.99933,0.0,0.61523,
183,-0.21595,0.0078125,0.0036417,2.812,-0.21231,155.06,0.0032401,0.0035371,-3.7539e-09,345.6,0.64297,-0.21595,345.6,0.00025818,0.0,1.7108e-11,0.0,0.24868,24.109,,-0.0036417,-14.228,1.0,0.0,0.9996,0.0,0.43594,
184,-0.25234,0.0078125,0.003826,2.8023,-0.24851,148.47,0.0036917,0.0040294,0.0,339.04,0.61523,-0.25234,337.77,-0.0002215,0.0,-2.4435e-12,0.0,0.29366,23.688,663.0,-0.003826,-13.908,1.0,0.0,0.99987,0.0,0.69375,
185,-0.27104,0.0078125,0.0037242,2.8138,-0.26731,166.03,0.0032465,0.0034901,1.1334e-08,344.84,0.43594,-0.27104,344.84,-0.00027572,0.0,-7.8127e-12,0.0,0.31486,23.446,,-0.0037242,-14.028,1.0,0.0,0.99952,0.0,0.50234,
186,-0.21796,0.0078125,0.006014,2.8512,-0.21207,148.72,0.005069,0.0070085,-1.1169e-08,319.49,0.69375,-0.21793,319.49,0.00034725,0.0,8.1805e-12,0.0,0.24779,24.021,,-0.006014,-14.37,0.99993,0.0,0.99905,0.0,0.5957,
187,-0.24472,0.0078125,0.010855,2.8558,-0.23409,165.03,0.0084865,0.031898,1.0206e-08,363.59,0.50234,-0.24472,363.59,0.00013188,0.0,-1.8761e-11,0.0,0.27655,23.676,,-0.010855,-13.98,0.99988,0.0,0.99763,0.0,0.63086,
188,-0.24262,0.0078125,0.0070988,2.8052,-0.23565,151.62,0.0061025,0.019101,5.123e-09,337.78,0.5957,-0.24263,336.59,-0.00050523,0.0,-1.2507e-12,0.0,0.2806,23.877,641.0,-0.0070988,-14.049,0.99994,0.0,0.999,0.0,0.67383,
189,-0.23536,0.0078125,0.0060874,2.8711,-0.22943,155.78,0.0052816,0.011983,-1.3666e-08,347.7,0.63086,-0.23537,346.28,-0.00026806,0.0,-9.7056e-12,0.0,0.26883,23.758,708.0,-0.0060874,-14.058,0.99992,0.0,0.99919,0.0,0.52578,
190,-0.20774,0.0078125,0.0082168,2.8251,-0.19956,153.47,0.0066062,0.0095547,-1.6651e-09,332.45,0.67383,-0.20775,331.23,-0.00011657,0.0,7.8052e-12,0.0,0.23538,23.823,644.0,-0.0082168,-14.269,0.99998,0.0,0.99839,0.0,0.57656,
191,-0.24928,0.0078125,0.0047477,3.4819,-0.2446,153.44,0.0047811,0.005349,-8.2849e-09,354.88,0.52578,-0.24927,354.88,0.00033027,0.0,0.0,0.0,0.28969,23.651,,-0.0047477,-14.132,0.99996,0.0,1.0,0.0,0.59219,
192,-0.25629,0.0078125,0.0059076,2.9272,-0.25043,194.25,0.0049187,0.0063524,6.3031e-10,383.38,0.57656,-0.25628,383.38,0.00051724,0.0,8.6175e-12,0.0,0.29313,23.689,,-0.0059076,-14.023,0.99998,0.0,0.99901,0.0,0.71719,
193,-0.23627,0.0078125,0.016022,2.8392,-0.22046,159.44,0.013986,0.036885,3.6417e-09,355.84,0.59219,-0.23629,355.84,-0.00028177,0.0,-4.7418e-12,0.0,0.25591,23.991,,-0.016022,-14.326,0.99988,0.0,0.99796,0.0,0.65469,
194,-0.2583,0.0078125,0.021613,2.8277,-0.23694,151.34,0.019425,0.079421,1.7638e-08,333.82,0.71719,-0.25833,333.82,-8.1563e-05,0.0,1.5311e-11,0.0,0.27138,23.743,,-0.021613,-14.296,0.99987,0.0,0.99781,0.0,0.51406,
195,-0.23146,0.0078125,0.0077718,2.8092,-0.22368,148.03,0.0063608,0.012504,5.5555e-09,341.15,0.65469,-0.23146,341.15,0.00015855,0.0,-1.5673e-11,0.0,0.26039,23.992,,-0.0077718,-14.39,1.0,0.0,0.99859,0.0,0.63516,
196,-0.23967,0.0078125,0.0083624,2.9811,-0.23137,166.72,0.0065592,0.0083932,-9.0427e-09,390.83,0.51406,-0.23966,390.83,2.1809e-05,0.0,4.1557e-12,0.0,0.27706,23.819,,-0.0083624,-14.395,0.99997,0.0,0.9982,0.0,0.79531,
197,-0.26865,0.0078125,0.0095457,2.8402,-0.25918,155.88,0.0075585,0.009858,-1.2219e-08,351.0,0.63516,-0.26864,351.0,-0.00082229,0.0,4.773e-12,0.0,0.30511,23.723,,-0.0095457,-14.379,0.99996,0.0,0.99801,0.0,0.58047,
198,-0.1851,0.0078125,0.012863,2.8489,-0.17233,143.81,0.0098721,0.011903,0.0,324.96,0.79531,-0.18508,324.96,0.0014547,0.0,1.7994e-11,0.0,0.20419,24.36,,-0.012863,-14.776,0.99996,0.0,0.99701,0.0,0.66602,
199,-0.26615,0.0078125,0.0098736,2.9552,-0.25637,158.62,0.008261,0.0093082,9.5258e-09,383.88,0.58047,-0.26614,383.88,-0.00059696,0.0,1.6538e-11,0.0,0.30163,23.735,,-0.0098736,-14.337,0.99995,0.0,0.99839,0.0,0.5875,
200,-0.25657,0.0078125,0.008044,3.0055,-0.24856,150.91,0.0058789,0.0063127,1.1241e-08,384.21,0.66602,-0.25655,383.08,-0.00060011,0.0,-1.996e-12,0.0,0.29808,23.786,672.0,-0.008044,-14.371,0.99998,0.0,0.99783,0.0,0.66016,0.61938
201,-0.29226,0.023438,0.0081117,3.2033,-0.28426,145.88,0.0059886,0.0064472,-4.4473e-09,413.92,0.5875,-0.29224,402.87,7.3894e-05,0.0,0.0,0.0,0.34392,23.517,660.18,-0.0081117,-14.001,0.99994,0.0,0.99788,0.0,0.59883,
202,-0.28385,0.0078125,0.010234,3.0099,-0.27375,166.31,0.0077394,0.0099225,1.7209e-08,401.84,0.66016,-0.28387,395.28,0.00097274,0.0,0.0,0.0,0.32642,23.858,675.0,-0.010234,-14.362,0.99993,0.0,0.99751,0.0,0.59258,
203,-0.25795,0.0078125,0.0067774,3.2746,-0.25123,168.34,0.0049945,0.0054236,-9.108e-10,430.11,0.59883,-0.25793,417.09,0.00014945,0.0,1.7789e-12,0.0,0.29959,23.91,673.46,-0.0067774,-14.336,0.99997,0.0,0.99822,0.0,0.65742,
204,-0.28019,0.019531,0.011189,2.9765,-0.26931,141.12,0.009625,0.018983,8.4613e-09,394.72,0.59258,-0.2802,384.73,0.00024615,0.0,-2.2035e-11,0.0,0.31579,23.969,669.0,-0.011189,-14.411,0.99986,0.0,0.99844,0.0,0.58086,
205,-0.21753,0.011719,0.0064427,3.0189,-0.21109,156.25,0.0054659,0.0093233,2.5775e-08,399.06,0.65742,-0.21753,384.68,-5.7177e-06,0.0,0.0,0.0,0.25075,24.247,667.77,-0.0064427,-14.598,1.0,0.0,0.99902,0.0,0.50234,
206,-0.30304,0.027344,0.005719,3.258,-0.29737,158.5,0.0035979,0.0038628,0.0,439.92,0.58086,-0.30302,421.45,0.00026734,0.0,3.3093e-12,0.0,0.35118,23.658,670.37,-0.005719,-14.337,0.99997,0.0,0.99788,0.0,0.69766,
207,-0.3134,0.0078125,0.0055214,3.6917,-0.30797,181.19,0.0039847,0.0044341,6.2912e-09,484.36,0.50234,-0.31337,477.15,-5.0621e-06,0.0,-3.0719e-12,0.0,0.36765,23.5,661.8,-0.0055214,-14.211,0.99995,0.0,0.99846,0.0,0.6793,
208,-0.28222,0.0078125,0.0044227,3.1162,-0.2778,155.38,0.0033903,0.0035218,2.7249e-09,417.87,0.69766,-0.28222,395.78,-0.00067729,0.0,1.0644e-11,0.0,0.33245,23.76,678.55,-0.0044227,-14.293,1.0,0.0,0.99897,0.0,0.81992,
209,-0.30852,0.0078125,0.0057845,2.9595,-0.30277,143.34,0.0049698,0.0057576,-9.2314e-09,388.7,0.6793,-0.30851,380.53,0.00059814,0.0,3.7958e-12,0.0,0.35221,23.76,679.29,-0.0057845,-14.384,0.99998,0.0,0.99919,0.0,0.60977,
210,-0.26189,0.011719,0.0053878,3.0339,-0.25653,136.19,0.0048827,0.0058908,-3.6996e-09,393.96,0.81992,-0.26189,388.13,0.00028541,0.0,0.0,0.0,0.3033,24.027,687.0,-0.0053878,-14.666,0.99998,0.0,0.99949,0.0,0.62656,
211,-0.33615,0.015625,0.0055216,3.5854,-0.33067,178.84,0.0042867,0.0057555,-1.7475e-08,479.0,0.60977,-0.33615,458.29,-0.00018122,0.0,0.0,0.0,0.39098,23.536,688.78,-0.0055216,-14.329,0.99997,0.0,0.99877,0.0,0.60508,
212,-0.32498,0.011719,0.005269,3.1544,-0.31987,149.03,0.0043603,0.0056885,1.5652e-08,423.21,0.62656,-0.32494,413.17,0.00013312,0.0,3.3968e-12,0.0,0.37584,23.627,670.0,-0.005269,-14.441,0.99991,0.0,0.99909,0.0,0.69922,
213,-0.29885,0.011719,0.0041766,3.2731,-0.2947,152.0,0.0032739,0.0038873,3.3314e-09,438.27,0.60508,-0.29885,420.74,0.00014249,0.0,1.1387e-11,0.0,0.34882,23.676,684.65,-0.0041766,-14.517,0.99999,0.0,0.9991,0.0,0.70664,
214,-0.3037,0.011719,0.0040014,3.08,-0.2997,150.38,0.0030484,0.0033707,-1.9656e-08,411.16,0.69922,-0.3037,404.92,-1.593e-05,0.0,-1.0714e-11,0.0,0.35363,23.62,671.33,-0.0040014,-14.566,1.0,0.0,0.99905,0.0,0.68164,
215,-0.29016,0.035156,0.0031765,3.3902,-0.28701,159.78,0.0025903,0.0027004,-7.5636e-09,443.48,0.70664,-0.29013,426.27,-0.0005568,0.0,1.3131e-11,0.0,0.33906,23.72,701.5,-0.0031765,-14.46,0.99999,0.0,0.99941,0.0,0.61875,
216,-0.3081,0.019531,0.0053423,3.2812,-0.30279,144.03,0.0030101,0.0034352,-2.8171e-08,431.78,0.68164,-0.3081,422.81,-9.2734e-06,0.0,3.2366e-12,0.0,0.36094,23.888,652.3,-0.0053423,-14.532,0.99999,0.0,0.99767,0.0,0.51055,
217,-0.26465,0.019531,0.0047532,3.5211,-0.25995,168.66,0.0031601,0.0035514,-1.4013e-08,466.41,0.61875,-0.26464,455.57,-0.00014811,0.0,1.6421e-11,0.0,0.30938,23.914,686.83,-0.0047532,-14.408,0.99997,0.0,0.99841,0.0,0.79844,
218,-0.33014,0.0078125,0.0047053,3.4228,-0.32543,184.44,0.0031299,0.0032088,-1.7435e-09,457.93,0.51055,-0.33014,448.15,0.0002061,0.0,-3.4053e-12,0.0,0.39246,23.086,726.44,-0.0047053,-14.04,1.0,0.0,0.99842,0.0,0.61914,
219,-0.26249,0.0078125,0.0040309,3.005,-0.25846,144.53,0.0031449,0.00329,-3.7703e-09,397.47,0.79844,-0.26249,395.28,-0.00076136,0.0,1.6569e-11,0.0,0.30628,23.968,675.5,-0.0040309,-14.717,1.0,0.0,0.99911,0.0,0.46289,
220,-0.33826,0.023438,0.0058122,3.409,-0.33248,155.66,0.0040014,0.0047016,1.4444e-08,452.78,0.61914,-0.33826,443.27,-0.0003437,0.0,0.0,0.0,0.40103,23.194,664.55,-0.0058122,-14.287,0.99999,0.0,0.99819,0.0,0.71172,
221,-0.33425,0.0078125,0.0053778,3.5723,-0.3289,193.53,0.004139,0.0043248,4.6976e-09,472.67,0.46289,-0.33425,471.89,0.00013579,0.0,-1.6682e-11,0.0,0.39542,23.298,671.0,-0.0053778,-14.203,0.99999,0.0,0.99876,0.0,0.62969,
222,-0.29575,0.011719,0.0070209,2.9254,-0.28875,144.91,0.0050927,0.0056337,-4.9896e-10,383.82,0.71172,-0.29575,379.2,-0.00035076,0.0,0.0,0.0,0.3458,23.651,674.75,-0.0070209,-14.628,0.99998,0.0,0.99807,0.0,0.67813,
223,-0.32105,0.0078125,0.0059713,3.1346,-0.3151,162.91,0.0048812,0.0052868,1.1779e-08,415.93,0.62969,-0.32103,411.36,0.00081761,0.0,1.1042e-11,0.0,0.37792,23.272,703.5,-0.0059713,-14.348,0.99998,0.0,0.99891,0.0,0.65039,
224,-0.30347,0.011719,0.0063353,3.0259,-0.29727,167.09,0.0050834,0.0056486,-2.6893e-08,397.59,0.67813,-0.30344,397.59,-0.00080861,0.0,4.0404e-12,0.0,0.35858,23.612,,-0.0063353,-14.781,0.99993,0.0,0.99875,0.0,0.56406,
225,-0.26207,0.0078125,0.0048048,2.9111,-0.25734,145.94,0.0037288,0.0039574,2.0501e-08,361.09,0.65039,-0.26207,360.04,5.5167e-05,0.0,-4.3287e-12,0.0,0.3057,23.738,629.0,-0.0048048,-14.642,0.99996,0.0,0.99892,0.0,0.54102,
226,-0.31523,0.0078125,0.0063583,3.0546,-0.30893,174.5,0.0045042,0.0050075,1.0513e-08,401.28,0.56406,-0.31523,400.83,-0.00020397,0.0,1.232e-11,0.0,0.37408,23.221,458.5,-0.0063583,-14.305,0.99997,0.0,0.99815,0.0,0.66992,
227,-0.31494,0.0078125,0.0077127,3.0149,-0.30726,163.97,0.0052116,0.0078686,-4.1216e-08,395.36,0.54102,-0.31495,395.36,-0.00030933,0.0,-8.0499e-12,0.0,0.37174,23.363,,-0.0077127,-14.488,0.99998,0.0,0.9975,0.0,0.59219,
228,-0.31663,0.0078125,0.006603,2.9029,-0.31007,147.53,0.0047468,0.0059987,1.8594e-08,371.93,0.66992,-0.31661,370.75,-0.00064372,0.0,-1.2451e-11,0.0,0.3733,23.489,672.0,-0.006603,-14.693,0.99998,0.0,0.99814,0.0,0.66992,
229,-0.37811,0.0078125,0.0074856,3.0004,-0.37066,144.44,0.0051136,0.0061806,-2.4267e-09,390.06,0.59219,-0.37812,390.06,0.00016594,0.0,-1.8958e-11,0.0,0.44554,22.855,,-0.0074856,-14.246,0.99998,0.0,0.99763,0.0,0.60977,
230,-0.39036,0.0078125,0.0080797,2.9799,-0.3825,167.56,0.0050017,0.0057235,-1.6661e-08,396.52,0.66992,-0.39032,396.52,-3.452e-05,0.0,8.1353e-12,0.0,0.46085,22.85,,-0.0080797,-14.192,0.99988,0.0,0.99692,0.0,0.55898,
231,-0.41569,0.015625,0.0067916,3.0806,-0.40896,152.19,0.0045329,0.0047272,-6.1939e-09,404.79,0.60977,-0.41568,398.92,-0.00060056,0.0,-5.5303e-12,0.0,0.49718,22.502,699.4,-0.0067916,-14.084,0.99997,0.0,0.99774,0.0,0.63047,
232,-0.45224,0.0078125,0.007203,3.1945,-0.44504,164.19,0.0046718,0.0049278,-6.4577e-09,422.63,0.55898,-0.45224,417.53,-0.00047548,0.0,7.2072e-12,0.0,0.54201,22.237,678.8,-0.007203,-13.778,1.0,0.0,0.99747,0.0,0.55937,
233,-0.4041,0.0078125,0.0074707,2.9798,-0.39663,153.53,0.0052836,0.0057102,-1.2507e-08,387.05,0.63047,-0.4041,385.7,-0.00065,0.0,7.9763e-12,0.0,0.47621,22.608,732.0,-0.0074707,-14.273,1.0,0.0,0.99781,0.0,0.62969,
234,-0.44504,0.0078125,0.0088865,3.3307,-0.43615,189.16,0.0062617,0.0067052,1.1331e-08,441.64,0.55938,-0.44504,432.89,-0.00036733,0.0,-3.6886e-12,0.0,0.5251,22.408,681.89,-0.0088865,-14.037,1.0,0.0,0.99738,0.0,0.70039,
235,-0.44128,0.0078125,0.011737,3.2294,-0.42963,176.34,0.0088539,0.0098461,2.8325e-09,428.86,0.62969,-0.44125,426.87,-0.0006568,0.0,-6.4543e-12,0.0,0.51361,22.469,681.0,-0.011737,-14.041,0.99995,0.0,0.99712,0.0,0.57422,
236,-0.43084,0.023438,0.012997,3.0843,-0.41789,153.62,0.010281,0.012985,-7.3197e-09,414.2,0.70039,-0.43081,401.09,0.00072524,0.0,0.0,0.0,0.50756,22.464,680.83,-0.012997,-14.244,0.99997,0.0,0.99728,0.0,0.5207,
237,-0.40778,0.0078125,0.0093132,3.0449,-0.39853,154.84,0.0067189,0.0070751,-9.5756e-09,403.05,0.57422,-0.40777,398.37,0.000971,0.0,-7.5044e-12,0.0,0.48082,22.897,637.8,-0.0093132,-14.432,0.99997,0.0,0.99741,0.0,0.61055,
238,-0.54332,0.015625,0.0084716,3.6155,-0.53485,153.78,0.0055966,0.0058824,7.3815e-09,476.78,0.5207,-0.54332,440.43,0.00013897,0.0,1.5859e-11,0.0,0.6435,21.906,673.05,-0.0084716,-13.695,1.0,0.0,0.99713,0.0,0.60078,
239,-0.48373,0.023438,0.0069063,3.0948,-0.47685,144.5,0.0041675,0.0043969,-1.7653e-09,414.62,0.61055,-0.48371,402.1,-0.0006118,0.0,2.0687e-11,0.0,0.58039,22.126,669.17,-0.0069063,-13.87,0.99999,0.0,0.99726,0.0,0.58242,
240,-0.57546,0.019531,0.0071834,3.773,-0.56828,169.44,0.0040497,0.0041347,4.4599e-09,490.19,0.60078,-0.57546,459.6,-0.00084296,0.0,1.4518e-11,0.0,0.69023,21.831,677.08,-0.0071834,-13.586,1.0,0.0,0.99687,0.0,0.53203,
241,-0.52064,0.027344,0.0073354,3.5328,-0.51331,152.94,0.0042195,0.0043393,-6.782e-09,469.33,0.58242,-0.52064,451.24,-0.0012216,0.0,-2.9436e-12,0.0,0.63013,21.975,694.95,-0.0073354,-13.746,1.0,0.0,0.99688,0.0,0.75898,
242,-0.54708,0.023438,0.0098676,3.6083,-0.53721,151.97,0.0056414,0.0058084,6.8445e-09,472.0,0.53203,-0.54708,442.39,-0.0014208,0.0,-2.9101e-12,0.0,0.67037,21.629,679.28,-0.0098676,-13.721,1.0,0.0,0.99577,0.0,0.52539,
243,-0.46886,0.027344,0.010587,3.2563,-0.45832,148.62,0.0060829,0.0063281,-5.0592e-09,431.38,0.75898,-0.46883,408.82,-0.0013196,0.0,2.635e-11,0.0,0.57105,22.345,683.81,-0.010587,-14.299,0.99997,0.0,0.9955,0.0,0.58437,
244,-0.57517,0.0078125,0.014094,3.4349,-0.5611,155.12,0.0066916,0.0068745,9.5094e-09,455.99,0.52539,-0.57515,417.82,-0.0012524,0.0,4.6433e-12,0.0,0.72128,21.633,668.36,-0.014094,-13.898,0.99999,0.0,0.9926,0.0,0.63359,
245,-0.47739,0.015625,0.012979,3.159,-0.46442,145.91,0.0063745,0.0067851,-8.5001e-09,426.39,0.58438,-0.47739,407.45,-0.0022724,0.0,-8.3009e-12,0.0,0.59428,22.064,676.89,-0.012979,-14.288,1.0,0.0,0.9934,0.0,0.56094,
246,-0.59952,0.0078125,0.02281,3.5937,-0.57683,174.62,0.011691,0.017048,5.9512e-09,475.09,0.63359,-0.59946,461.06,-0.001837,0.0,-9.2987e-12,0.0,0.76518,21.338,640.7,-0.02281,-13.69,0.99995,0.0,0.98888,0.0,0.50547,
247,-0.58993,0.011719,0.041629,3.262,-0.54859,147.47,0.023869,0.057231,-3.0987e-08,436.0,0.56094,-0.58983,421.03,-0.0040442,0.0,0.0,0.0,0.75407,21.542,646.53,-0.041629,-13.947,0.99988,0.0,0.98224,0.0,0.51797,
248,-0.73939,0.0078125,0.096413,3.5991,-0.64392,171.66,0.064531,0.20233,5.7777e-10,481.14,0.50547,-0.73925,462.19,-0.007124,0.0,-1.3542e-11,0.0,0.91338,21.011,682.77,-0.096413,-13.714,0.99962,0.0,0.96812,0.0,0.52344,
249,-0.85682,0.0078125,0.21999,3.6957,-0.63814,180.28,0.16692,0.68086,-2.3339e-09,486.75,0.51797,-0.8565,472.22,-0.012291,0.0,-1.8993e-11,0.0,0.94193,20.87,658.15,-0.21999,-13.869,0.99945,0.0,0.94693,0.0,0.54141,
250,-1.1822,0.011719,0.55496,3.3067,-0.63001,157.12,0.46855,2.8262,4.2234e-10,439.39,0.52344,-1.1819,425.68,-0.035384,0.0,-2.1447e-11,0.0,0.98125,20.87,659.53,-0.55496,-14.258,0.99902,0.0,0.91359,0.0,0.50781,0.37781
