step,ppo_actor/update/new_logp/avg,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,timeperf/train_step,ppo_actor/update/old_logp/avg,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/correct_seq_len/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/update/importance_weight/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/clip_ratio/avg,rollout/reward,eval-rollout/reward
74,-0.19463,0.011719,0.0082571,3.4663,-0.18637,145.16,0.0063225,0.0078597,8.4546e-09,342.55,0.73047,-0.19463,336.67,-0.00014902,0.0,-4.718e-12,0.0,0.21984,25.734,638.0,-0.0082571,-15.856,1.0,0.0,0.99807,0.0,0.7,
75,-0.253,0.0078125,0.0063234,3.1644,-0.24668,163.31,0.0051946,0.0070464,1.7135e-08,427.68,0.47305,-0.253,401.56,8.3014e-05,0.0,-7.0458e-12,0.0,0.28669,25.491,668.96,-0.0063234,-15.652,1.0,0.0,0.99887,0.0,0.63711,
76,-0.20752,0.019531,0.0061173,2.8177,-0.20144,144.88,0.0053032,0.0069598,3.7493e-09,351.54,0.7,-0.20752,346.88,-0.00030937,0.0,-9.0127e-12,0.0,0.2352,25.806,645.0,-0.0061173,-15.937,0.99998,0.0,0.99919,0.0,0.59843,
77,-0.24594,0.015625,0.0066428,3.0444,-0.23939,163.66,0.0052147,0.0061771,6.3894e-09,406.2,0.63711,-0.24594,391.33,0.00075705,0.0,1.5359e-11,0.0,0.28185,25.366,684.23,-0.0066428,-15.682,0.99995,0.0,0.99857,0.0,0.625,
78,-0.22801,0.0078125,0.0072885,3.0077,-0.22075,162.66,0.006359,0.0073506,1.8464e-08,401.54,0.61641,-0.228,384.23,-0.0011199,0.0,1.9493e-11,0.0,0.25981,25.551,661.12,-0.0072885,-15.652,0.99998,0.0,0.99907,0.0,0.61719,
79,-0.2149,0.0078125,0.0087903,3.5206,-0.20617,171.31,0.0062872,0.0072424,-5.745e-09,378.81,0.63672,-0.21488,371.55,8.0812e-05,0.0,-6.7325e-12,0.0,0.24708,25.398,681.33,-0.0087903,-15.557,0.99996,0.0,0.9975,0.0,0.63516,
80,-0.21825,0.0078125,0.0078269,2.9906,-0.21049,151.75,0.005773,0.0064527,-7.7099e-09,399.14,0.61719,-0.21825,381.88,0.00025869,0.0,-3.7646e-12,0.0,0.25001,25.817,658.06,-0.0078269,-15.74,0.99997,0.0,0.99795,0.0,0.82218,
81,-0.2434,0.019531,0.0069221,2.9957,-0.23647,159.0,0.0059951,0.0064831,-4.5903e-09,392.73,0.60313,-0.2434,378.19,-9.156e-06,0.0,0.0,0.0,0.27718,25.405,688.42,-0.0069221,-15.732,1.0,0.0,0.99907,0.0,0.79883,
82,-0.21835,0.0078125,0.0046545,2.9182,-0.21369,155.75,0.0037364,0.0038595,1.826e-08,377.72,0.82539,-0.21835,375.61,0.00028788,0.0,0.0,0.0,0.25344,25.493,645.5,-0.0046545,-15.874,1.0,0.0,0.99908,0.0,0.68008,
83,-0.21097,0.015625,0.0052333,2.8423,-0.2058,144.97,0.0042989,0.0051541,-4.3641e-09,363.5,0.79883,-0.21097,349.67,-0.00017706,0.0,8.5236e-12,0.0,0.24216,25.887,671.36,-0.0052333,-16.027,0.99996,0.0,0.99907,0.0,0.59453,
84,-0.22515,0.039062,0.004917,3.0254,-0.22026,145.0,0.0042873,0.0052188,-4.249e-09,404.52,0.68008,-0.22515,386.62,-3.8683e-05,0.0,-1.7943e-11,0.0,0.25567,25.774,692.07,-0.004917,-15.875,0.99998,0.0,0.99937,0.0,0.675,
85,-0.26773,0.011719,0.0044453,3.304,-0.26328,166.22,0.0037085,0.0041981,0.0,436.62,0.59453,-0.26773,417.68,3.2747e-05,0.0,-7.7496e-12,0.0,0.30881,25.333,763.93,-0.0044453,-15.687,1.0,0.0,0.99926,0.0,0.65547,
86,-0.26235,0.023438,0.0038985,3.2929,-0.25848,151.19,0.003529,0.0037799,4.973e-09,426.86,0.675,-0.26236,408.61,-0.00016906,0.0,-1.3513e-11,0.0,0.30297,25.239,683.47,-0.0038985,-15.617,0.99999,0.0,0.99963,0.0,0.59648,
87,-0.25182,0.019531,0.003265,3.0712,-0.24855,150.34,0.0032269,0.0036985,3.1712e-08,405.96,0.65547,-0.25182,384.39,-0.00057488,0.0,7.2867e-12,0.0,0.28815,25.411,691.28,-0.003265,-15.628,1.0,0.0,0.99996,0.0,0.7293,
88,-0.25354,0.011719,0.0046501,3.2397,-0.24892,148.44,0.0041201,0.0062529,1.6841e-08,431.59,0.59648,-0.25355,413.19,0.00026237,0.0,-1.9735e-11,0.0,0.29167,25.555,661.0,-0.0046501,-15.692,0.99999,0.0,0.99947,0.0,0.60313,
89,-0.23548,0.03125,0.0096366,3.0707,-0.22588,160.03,0.0087384,0.027292,-2.7508e-08,400.54,0.7293,-0.23548,382.72,0.00068202,0.0,-1.9361e-12,0.0,0.2648,25.408,889.56,-0.0096366,-15.732,0.99998,0.0,0.9991,0.0,0.60586,
90,-0.26564,0.0078125,0.0073717,3.0424,-0.25832,152.12,0.0061997,0.01551,-3.9691e-09,392.4,0.60312,-0.26564,378.04,-0.00013477,0.0,-1.6958e-11,0.0,0.30135,25.156,684.33,-0.0073717,-15.645,0.99998,0.0,0.99883,0.0,0.55664,
91,-0.26106,0.023438,0.0048426,3.1558,-0.25622,160.97,0.0041376,0.0072558,-3.884e-09,421.85,0.60586,-0.26106,405.82,0.00035334,0.0,-8.9247e-12,0.0,0.29765,25.003,679.47,-0.0048426,-15.456,1.0,0.0,0.99929,0.0,0.60898,
92,-0.24595,0.0078125,0.0044242,2.9961,-0.24153,165.97,0.0034302,0.0041709,2.1585e-08,397.93,0.55664,-0.24595,396.94,0.00030343,0.0,4.0151e-12,0.0,0.28175,25.234,649.0,-0.0044242,-15.626,1.0,0.0,0.99901,0.0,0.74805,
93,-0.25017,0.0078125,0.0041284,3.0155,-0.24604,160.59,0.0034727,0.0039625,1.5134e-08,396.89,0.60898,-0.25017,392.92,0.00018165,0.0,-2.9559e-11,0.0,0.28773,25.214,647.0,-0.0041284,-15.585,1.0,0.0,0.99934,0.0,0.64727,
94,-0.23732,0.0078125,0.0043986,2.9047,-0.23292,142.22,0.0037225,0.0038829,-2.152e-09,370.73,0.74805,-0.23732,369.56,0.00024339,0.0,0.0,0.0,0.2713,25.404,668.0,-0.0043986,-15.749,1.0,0.0,0.99932,0.0,0.60781,
95,-0.23642,0.023438,0.005278,2.9322,-0.23118,144.34,0.0042483,0.0046036,-5.9529e-09,384.65,0.64727,-0.23641,374.27,0.00047946,0.0,-7.7512e-12,0.0,0.27199,25.547,669.44,-0.005278,-15.735,0.99998,0.0,0.99897,0.0,0.62109,
96,-0.23191,0.0078125,0.0043594,2.9207,-0.22755,148.69,0.003691,0.0038157,1.6144e-08,377.6,0.60781,-0.23191,377.6,-0.00036704,0.0,-4.0685e-12,0.0,0.26495,25.455,,-0.0043594,-15.768,1.0,0.0,0.99933,0.0,0.65898,
97,-0.25804,0.0078125,0.0034838,3.1122,-0.25455,153.25,0.0029246,0.0030552,-4.1791e-08,412.83,0.62109,-0.25804,406.12,0.00040104,0.0,-1.0763e-11,0.0,0.29542,25.316,692.17,-0.0034838,-15.675,1.0,0.0,0.99944,0.0,0.75977,
98,-0.24327,0.0078125,0.0033975,3.6433,-0.23988,147.44,0.0028635,0.0029644,-7.4733e-09,402.66,0.65898,-0.24327,393.33,0.00010893,0.0,-2.828e-11,0.0,0.27698,25.294,658.78,-0.0033975,-15.749,1.0,0.0,0.99947,0.0,0.53164,
99,-0.22468,0.0078125,0.0026996,3.0123,-0.22198,160.34,0.0024527,0.002567,1.737e-08,393.68,0.75977,-0.22468,392.51,-3.2313e-05,0.0,0.0,0.0,0.25838,25.365,692.0,-0.0026996,-15.609,1.0,0.0,0.99975,0.0,0.55977,
100,-0.24424,0.0078125,0.0033056,3.3885,-0.24093,167.44,0.0025064,0.002573,1.0815e-08,443.01,0.53164,-0.24424,439.11,-0.00016226,0.0,-6.7591e-12,0.0,0.28075,25.333,639.0,-0.0033056,-15.439,1.0,0.0,0.9992,0.0,0.62656,0.63188
101,-0.24235,0.0078125,0.0034497,3.2331,-0.2389,172.25,0.0028375,0.0029742,2.187e-08,428.43,0.55977,-0.24235,413.92,0.00029949,0.0,7.2707e-12,0.0,0.27719,25.358,723.58,-0.0034497,-15.556,1.0,0.0,0.99939,0.0,0.52695,
102,-0.23522,0.0078125,0.0025268,2.8599,-0.2327,146.72,0.0026453,0.0026716,-1.7781e-08,361.26,0.62656,-0.23522,358.91,0.00032943,0.0,3.7983e-12,0.0,0.27321,25.161,659.5,-0.0025268,-15.595,1.0,0.0,1.0001,0.0,0.69648,
103,-0.2562,0.0078125,0.0025165,3.2164,-0.25368,154.44,0.002886,0.0029795,-3.0771e-08,423.68,0.52695,-0.2562,416.7,-0.00018383,0.0,-4.3238e-12,0.0,0.29745,24.985,672.14,-0.0025165,-15.333,1.0,0.0,1.0004,0.0,0.59453,
104,-0.25033,0.023438,0.0036392,3.1069,-0.24669,162.06,0.0034076,0.0035401,1.1303e-08,415.19,0.69648,-0.25033,398.77,8.153e-05,0.0,9.1982e-13,0.0,0.28513,25.057,722.15,-0.0036392,-15.391,1.0,0.0,0.99977,0.0,0.68594,
105,-0.24231,0.0078125,0.0046868,3.3104,-0.23762,175.28,0.003795,0.0039745,-8.8697e-09,444.08,0.59453,-0.24231,440.6,4.6688e-05,0.0,-5.1971e-12,0.0,0.27618,24.985,663.5,-0.0046868,-15.209,1.0,0.0,0.99911,0.0,0.59492,
106,-0.22516,0.023438,0.0043412,2.978,-0.22082,139.28,0.0034122,0.0035263,-1.1858e-08,388.09,0.68594,-0.22516,375.8,-7.5531e-05,0.0,-3.7431e-12,0.0,0.26213,25.16,690.4,-0.0043412,-15.42,1.0,0.0,0.99907,0.0,0.53477,
107,-0.25274,0.0078125,0.0036916,3.0351,-0.24905,152.53,0.0030761,0.0031946,-2.9538e-09,394.68,0.59492,-0.25274,391.35,0.00014639,0.0,5.7691e-12,0.0,0.29237,24.901,675.67,-0.0036916,-15.373,1.0,0.0,0.99938,0.0,0.63477,
108,-0.25759,0.015625,0.00497,3.127,-0.25262,158.56,0.0039636,0.0041687,-3.6391e-09,420.62,0.53477,-0.25759,413.15,-0.00060159,0.0,0.0,0.0,0.29479,24.974,686.43,-0.00497,-15.348,1.0,0.0,0.99899,0.0,0.64258,
109,-0.24343,0.0078125,0.0047214,3.2281,-0.23871,187.34,0.0045012,0.0047267,4.9375e-10,428.78,0.63477,-0.24343,427.45,-0.00022417,0.0,1.3501e-11,0.0,0.28226,24.843,767.0,-0.0047214,-15.194,1.0,0.0,0.99978,0.0,0.55195,
110,-0.22632,0.015625,0.0053997,2.9719,-0.22098,154.62,0.0050209,0.0054025,5.259e-09,381.3,0.64258,-0.22628,380.09,-0.00013107,0.0,-4.1086e-12,0.0,0.26117,24.97,691.0,-0.0053997,-15.255,0.99997,0.0,0.99962,0.0,0.61484,
111,-0.27408,0.0078125,0.0059845,3.0509,-0.26813,164.06,0.0050042,0.0053458,-4.9028e-10,407.21,0.55195,-0.27408,403.19,-0.00052992,0.0,3.8303e-12,0.0,0.31709,24.304,745.67,-0.0059845,-14.852,0.99998,0.0,0.99902,0.0,0.57656,
112,-0.24919,0.0078125,0.008727,2.9213,-0.24056,155.72,0.00649,0.007245,-4.8858e-09,375.31,0.61484,-0.24914,372.62,-0.00012566,0.0,-4.2411e-12,0.0,0.28459,24.639,717.0,-0.008727,-15.138,0.99995,0.0,0.99776,0.0,0.59219,
113,-0.24145,0.0078125,0.0086913,2.9987,-0.23279,151.88,0.0069176,0.0078067,-1.197e-08,385.9,0.57656,-0.24144,385.9,0.00018397,0.0,0.0,0.0,0.27588,24.655,,-0.0086913,-14.901,0.99998,0.0,0.99823,0.0,0.54141,
114,-0.24009,0.0078125,0.0076603,2.8681,-0.23251,140.44,0.0059775,0.0068124,5.7706e-09,347.02,0.59219,-0.24009,347.02,0.00051298,0.0,-1.3525e-11,0.0,0.27173,24.729,,-0.0076603,-15.07,0.99996,0.0,0.99832,0.0,0.57266,
115,-0.24554,0.0078125,0.0055667,2.8942,-0.23997,164.59,0.0041318,0.0044502,-5.2253e-10,364.21,0.54141,-0.24554,364.21,8.5105e-05,0.0,2.3327e-12,0.0,0.28539,24.34,,-0.0055667,-14.817,1.0,0.0,0.99857,0.0,0.61172,
116,-0.2696,0.0078125,0.0056895,2.8575,-0.26395,148.06,0.0045652,0.0052542,-2.2773e-09,344.36,0.57266,-0.26958,344.36,-0.00071618,0.0,-1.1861e-12,0.0,0.3092,24.13,,-0.0056895,-14.681,0.99998,0.0,0.99888,0.0,0.69766,
117,-0.24991,0.0078125,0.0058936,2.8397,-0.24405,150.75,0.0048802,0.00553,8.5598e-09,331.8,0.61172,-0.24989,331.8,-0.00020728,0.0,1.8004e-11,0.0,0.28419,24.286,,-0.0058936,-14.806,0.99998,0.0,0.99899,0.0,0.6,
118,-0.23188,0.0078125,0.0061755,2.8433,-0.22578,153.31,0.005179,0.006797,-1.0258e-08,339.24,0.69766,-0.23187,339.24,-0.00059192,0.0,0.0,0.0,0.26098,24.555,,-0.0061755,-14.867,0.99996,0.0,0.999,0.0,0.57617,
119,-0.24696,0.0078125,0.011086,2.8684,-0.23604,149.06,0.0093593,0.017558,-1.2871e-08,352.83,0.6,-0.24695,352.83,0.00039227,0.0,1.8282e-11,0.0,0.2716,24.655,,-0.011086,-14.881,0.99992,0.0,0.99827,0.0,0.59414,
120,-0.24409,0.0078125,0.0099338,2.8909,-0.23424,165.09,0.0085591,0.014406,-5.8759e-09,367.97,0.57617,-0.24408,368.07,-0.00049249,0.0,4.5905e-12,0.0,0.27623,24.34,344.0,-0.0099338,-14.665,0.99996,0.0,0.99863,0.0,0.68516,
121,-0.25122,0.015625,0.012988,2.9035,-0.2384,150.25,0.010558,0.019884,-5.3963e-09,371.16,0.59414,-0.25118,366.18,0.0010035,0.0,1.6863e-11,0.0,0.27692,24.423,621.0,-0.012988,-14.698,0.99991,0.0,0.99757,0.0,0.75078,
122,-0.22576,0.0078125,0.01576,2.8845,-0.21012,151.06,0.014401,0.046519,1.0533e-08,354.78,0.68516,-0.22577,354.33,0.00013056,0.0,2.2858e-11,0.0,0.24589,24.675,412.0,-0.01576,-14.774,0.99994,0.0,0.99864,0.0,0.54688,
123,-0.23616,0.0078125,0.0080312,2.8471,-0.22817,153.88,0.0071451,0.012537,9.2248e-09,354.18,0.75078,-0.23616,353.5,0.00042453,0.0,3.4872e-11,0.0,0.26226,24.5,440.5,-0.0080312,-14.74,0.99998,0.0,0.99911,0.0,0.39805,
124,-0.26071,0.0078125,0.012245,2.9247,-0.24861,140.88,0.009981,0.020063,1.0288e-09,372.62,0.54688,-0.26072,367.71,-0.00030263,0.0,1.507e-11,0.0,0.29035,24.458,577.33,-0.012245,-14.722,0.99993,0.0,0.99774,0.0,0.63398,
125,-0.2616,0.019531,0.0074273,3.133,-0.25421,159.03,0.0071408,0.014497,3.8668e-09,405.66,0.39805,-0.2616,396.04,-9.3389e-05,0.0,0.0,0.0,0.29233,24.387,747.71,-0.0074273,-14.529,0.99998,0.0,0.99971,0.0,0.61836,
126,-0.24596,0.0078125,0.0045388,2.9356,-0.24142,149.84,0.004073,0.0055468,-1.1644e-08,375.08,0.63398,-0.24596,371.76,0.00021696,0.0,1.2405e-11,0.0,0.2789,24.463,655.0,-0.0045388,-14.621,1.0,0.0,0.99953,0.0,0.61797,
127,-0.22519,0.015625,0.0032621,2.8884,-0.22193,160.72,0.0031946,0.0032869,2.0297e-08,372.16,0.61836,-0.22519,368.11,-0.00046307,0.0,1.3214e-11,0.0,0.26038,24.633,714.0,-0.0032621,-14.729,1.0,0.0,0.99993,0.0,0.48906,
128,-0.21822,0.011719,0.0045003,2.9356,-0.21372,146.41,0.0042885,0.0055436,-3.1964e-09,388.82,0.61797,-0.21822,385.22,0.00085841,0.0,5.7627e-12,0.0,0.25159,24.786,692.67,-0.0045003,-14.685,1.0,0.0,0.99979,0.0,0.52344,
129,-0.23309,0.011719,0.0044081,3.0033,-0.22868,153.75,0.0030709,0.003275,0.0,392.59,0.48906,-0.23309,388.5,7.2416e-05,0.0,9.7484e-12,0.0,0.26827,24.699,650.0,-0.0044081,-14.632,1.0,0.0,0.99866,0.0,0.59961,
130,-0.24182,0.011719,0.0032893,2.9422,-0.23856,156.53,0.0029036,0.003493,-2.0318e-08,383.88,0.52344,-0.24181,375.42,-1.3809e-05,0.0,-4.0964e-12,0.0,0.28329,24.27,736.33,-0.0032893,-14.367,0.99998,0.0,0.99961,0.0,0.5625,
131,-0.22348,0.0078125,0.0032054,3.5116,-0.22027,150.38,0.0024556,0.0025251,-1.0022e-08,364.48,0.59961,-0.22348,363.41,-0.0007158,0.0,-1.305e-11,0.0,0.26146,24.519,637.0,-0.0032054,-14.609,1.0,0.0,0.99925,0.0,0.68867,
132,-0.2321,0.011719,0.0030006,2.9201,-0.2291,157.81,0.0026695,0.0029768,9.3293e-09,387.82,0.5625,-0.2321,380.57,-0.00016468,0.0,-1.6197e-11,0.0,0.27122,24.518,689.83,-0.0030006,-14.468,1.0,0.0,0.99967,0.0,0.54805,
133,-0.2268,0.011719,0.0037481,2.8677,-0.22305,153.81,0.0031341,0.0032936,1.559e-08,367.91,0.68867,-0.2268,365.89,-6.1571e-05,0.0,4.35e-12,0.0,0.26169,24.456,538.67,-0.0037481,-14.553,1.0,0.0,0.99939,0.0,0.68008,
134,-0.21152,0.0078125,0.0031054,2.9703,-0.20842,163.03,0.0026644,0.0028165,6.7827e-09,391.51,0.54805,-0.21152,388.53,-0.00013935,0.0,8.1523e-12,0.0,0.24307,24.676,643.0,-0.0031054,-14.459,1.0,0.0,0.99956,0.0,0.60156,
135,-0.21137,0.015625,0.0026658,2.9365,-0.20871,153.53,0.002748,0.0027891,1.8856e-08,381.12,0.68008,-0.21137,375.08,-0.00012205,0.0,-1.6368e-11,0.0,0.24585,24.565,684.8,-0.0026658,-14.513,1.0,0.0,1.0001,0.0,0.6582,
136,-0.21681,0.011719,0.0025696,3.1919,-0.21424,184.19,0.0022374,0.0023231,-4.4542e-09,425.06,0.60156,-0.21681,416.64,-0.00033056,0.0,-7.733e-12,0.0,0.25257,24.597,776.0,-0.0025696,-14.446,1.0,0.0,0.99967,0.0,0.51992,
137,-0.21552,0.0078125,0.0029555,2.939,-0.21256,155.88,0.0023947,0.0024457,5.1051e-10,389.39,0.6582,-0.21552,388.26,-5.8908e-05,0.0,-3.9883e-12,0.0,0.25294,24.61,676.0,-0.0029555,-14.484,1.0,0.0,0.99944,0.0,0.56992,
138,-0.23369,0.0078125,0.0029546,2.9087,-0.23073,159.16,0.0022608,0.0023432,-2.7986e-09,382.79,0.51992,-0.23369,378.31,0.00035366,0.0,-1.2494e-11,0.0,0.2741,24.451,664.75,-0.0029546,-14.442,1.0,0.0,0.99931,0.0,0.65234,
139,-0.21202,0.019531,0.0025174,2.965,-0.20951,150.81,0.0020684,0.0021308,0.0,385.49,0.56992,-0.21202,377.38,-0.00028147,0.0,-7.937e-12,0.0,0.24681,24.71,674.14,-0.0025174,-14.534,1.0,0.0,0.99955,0.0,0.72422,
140,-0.2317,0.019531,0.0026668,3.14,-0.22903,191.56,0.0021686,0.0021995,-1.24e-08,412.68,0.65234,-0.2317,388.34,1.0988e-05,0.0,-2.9484e-11,0.0,0.26864,24.128,1426.8,-0.0026668,-14.072,1.0,0.0,0.9995,0.0,0.58047,
141,-0.2096,0.0078125,0.0032163,2.9026,-0.20643,160.59,0.0022351,0.002289,1.7122e-08,365.98,0.72422,-0.20959,363.2,-0.00032997,0.0,4.9878e-11,0.0,0.24742,24.346,719.0,-0.0032163,-14.551,0.99998,0.0,0.99902,0.0,0.6543,
142,-0.22326,0.015625,0.0037472,2.8861,-0.21951,150.12,0.0027261,0.0028557,-3.2349e-09,371.23,0.58047,-0.22326,358.97,-0.00057114,0.0,-1.6848e-11,0.0,0.26125,24.373,672.9,-0.0037472,-14.432,1.0,0.0,0.99898,0.0,0.52891,
143,-0.24864,0.027344,0.0041175,2.9045,-0.24452,162.97,0.0031039,0.003283,3.2669e-09,381.91,0.6543,-0.24864,364.31,-0.00038755,0.0,-2.1269e-12,0.0,0.28761,24.157,773.82,-0.0041175,-14.297,1.0,0.0,0.99899,0.0,0.54023,
144,-0.23625,0.0078125,0.0032021,3.0488,-0.23305,181.06,0.0022868,0.0024805,-3.4052e-09,408.62,0.52891,-0.23625,407.67,0.00080348,0.0,-6.1391e-12,0.0,0.27425,24.341,649.0,-0.0032021,-14.395,1.0,0.0,0.99908,0.0,0.625,
145,-0.24695,0.039062,0.0034151,3.0313,-0.24354,163.62,0.0022677,0.002325,1.5663e-10,401.46,0.54023,-0.24695,377.9,-0.00011418,0.0,3.72e-11,0.0,0.29134,24.034,842.0,-0.0034151,-14.159,1.0,0.0,0.99885,0.0,0.68359,
146,-0.26785,0.0078125,0.0037395,3.0347,-0.26416,157.88,0.0024026,0.0026617,1.2798e-08,409.38,0.625,-0.26779,402.96,-0.00069363,0.0,1.2961e-11,0.0,0.31384,24.193,676.83,-0.0037395,-14.3,0.99997,0.0,0.99866,0.0,0.62227,
147,-0.26841,0.0078125,0.0037889,2.8658,-0.26462,148.81,0.0028267,0.0029346,9.9042e-09,365.46,0.68359,-0.26841,358.22,1.7723e-05,0.0,-1.7195e-11,0.0,0.31745,23.921,667.33,-0.0037889,-14.22,1.0,0.0,0.99904,0.0,0.62969,
148,-0.22933,0.0078125,0.0033953,2.959,-0.22594,163.66,0.0024599,0.0025563,-5.2953e-09,388.78,0.62227,-0.22933,385.13,-0.00029776,0.0,-8.274e-12,0.0,0.26973,24.362,696.33,-0.0033953,-14.366,1.0,0.0,0.99906,0.0,0.65117,
149,-0.26917,0.011719,0.0034908,3.002,-0.26568,156.12,0.0025057,0.0026833,-5.8513e-09,400.6,0.62969,-0.26917,384.64,0.00014951,0.0,-2.2857e-11,0.0,0.31703,24.011,676.57,-0.0034908,-14.092,1.0,0.0,0.99901,0.0,0.61172,
150,-0.24077,0.0078125,0.0030367,2.876,-0.23773,164.31,0.002284,0.0023443,2.0787e-08,376.5,0.65117,-0.24077,365.63,0.00055025,0.0,-1.7557e-11,0.0,0.28132,24.284,674.89,-0.0030367,-14.418,1.0,0.0,0.99925,0.0,0.70742,0.61812
151,-0.24224,0.0078125,0.0034663,2.8281,-0.23877,147.0,0.0026868,0.002807,1.7615e-08,350.03,0.61172,-0.24224,350.03,0.00018069,0.0,2.2936e-11,0.0,0.28823,23.893,,-0.0034663,-14.219,1.0,0.0,0.99922,0.0,0.71328,
152,-0.22554,0.011719,0.0035372,2.8456,-0.222,159.19,0.0024672,0.0025269,-8.5001e-10,369.55,0.70742,-0.22554,363.5,-0.00048075,0.0,-2.2136e-11,0.0,0.26437,24.285,673.4,-0.0035372,-14.228,1.0,0.0,0.99893,0.0,0.68164,
153,-0.2108,0.0078125,0.0038884,2.8394,-0.20691,147.91,0.0026454,0.002692,1.1553e-09,354.27,0.71328,-0.2108,354.27,0.00013716,0.0,2.2565e-11,0.0,0.24563,24.3,,-0.0038884,-14.383,1.0,0.0,0.99876,0.0,0.52109,
154,-0.18162,0.0078125,0.0030054,2.8113,-0.17862,153.38,0.0027432,0.0029278,2.3738e-08,334.16,0.68164,-0.18162,332.79,0.00031664,0.0,0.0,0.0,0.21318,24.539,685.0,-0.0030054,-14.393,1.0,0.0,0.99974,0.0,0.65039,
155,-0.22876,0.011719,0.0032342,2.8129,-0.22553,143.69,0.0028013,0.0029134,-1.4182e-08,345.43,0.52109,-0.22876,342.95,0.00043056,0.0,0.0,0.0,0.26912,24.269,660.0,-0.0032342,-14.317,1.0,0.0,0.99957,0.0,0.62578,
156,-0.22416,0.0078125,0.0037178,2.8575,-0.22044,163.03,0.0026902,0.0029731,3.6772e-09,365.64,0.65039,-0.22416,364.48,-0.00045893,0.0,-1.1491e-11,0.0,0.26042,24.502,663.0,-0.0037178,-14.35,1.0,0.0,0.99897,0.0,0.64141,
157,-0.27729,0.015625,0.0037424,2.9788,-0.27355,174.19,0.0028436,0.0029596,-1.0914e-08,398.11,0.62578,-0.27729,393.41,-0.00016802,0.0,0.0,0.0,0.32491,23.806,794.0,-0.0037424,-14.076,1.0,0.0,0.9991,0.0,0.48867,
158,-0.28114,0.011719,0.0037996,2.9808,-0.27734,168.62,0.0027293,0.0028138,-5.3708e-09,390.58,0.64141,-0.28114,385.49,-0.00039982,0.0,8.3919e-12,0.0,0.33041,23.76,711.5,-0.0037996,-14.111,1.0,0.0,0.99893,0.0,0.65156,
159,-0.26629,0.0078125,0.0047462,3.1098,-0.26155,151.0,0.0031092,0.0032471,-1.1649e-08,417.08,0.48867,-0.26629,403.14,0.00016159,0.0,0.0,0.0,0.31557,23.829,658.07,-0.0047462,-14.056,1.0,0.0,0.99836,0.0,0.58125,
160,-0.26346,0.0078125,0.0039633,2.9691,-0.2595,145.38,0.0027442,0.002805,-7.5095e-09,383.49,0.65156,-0.26346,374.3,-6.6631e-05,0.0,-1.5645e-11,0.0,0.30755,23.928,668.5,-0.0039633,-14.099,1.0,0.0,0.99878,0.0,0.66328,
161,-0.29821,0.0078125,0.0035375,3.0357,-0.29467,165.47,0.0025929,0.0025973,-1.314e-08,401.34,0.58125,-0.29821,391.94,-8.4705e-07,0.0,-2.7639e-11,0.0,0.34976,23.477,692.62,-0.0035375,-13.84,1.0,0.0,0.99906,0.0,0.67852,
162,-0.29643,0.0078125,0.0030176,2.9373,-0.29344,158.81,0.0027,0.0027643,-5.5941e-09,382.57,0.66328,-0.29641,371.75,-0.00016166,0.0,1.0406e-11,0.0,0.34545,23.757,717.88,-0.0030176,-14.247,0.99998,0.0,0.99968,0.0,0.48828,
163,-0.24678,0.019531,0.0038206,2.8925,-0.24296,163.59,0.002753,0.0035607,-2.7677e-10,378.95,0.67852,-0.24678,363.18,-9.2394e-05,0.0,-4.3245e-12,0.0,0.2852,23.974,811.78,-0.0038206,-14.062,1.0,0.0,0.99893,0.0,0.81016,
164,-0.30478,0.0078125,0.0036084,3.2423,-0.30121,175.25,0.0027736,0.0028867,-1.404e-09,429.96,0.48828,-0.30478,414.66,0.00045293,0.0,-1.8282e-11,0.0,0.3569,23.593,675.87,-0.0036084,-13.855,0.99998,0.0,0.99917,0.0,0.77734,
165,-0.2442,0.0078125,0.004559,2.8144,-0.23964,145.88,0.0032369,0.0033897,-2.5506e-09,356.19,0.81016,-0.2442,353.39,0.00040177,0.0,2.6569e-11,0.0,0.2831,24.097,712.0,-0.004559,-14.137,1.0,0.0,0.99868,0.0,0.59141,
166,-0.26289,0.0078125,0.0045031,2.9196,-0.25838,159.66,0.0031955,0.0036703,0.0,380.83,0.77734,-0.26289,374.7,0.00096695,0.0,8.4217e-12,0.0,0.30944,23.792,688.6,-0.0045031,-13.914,1.0,0.0,0.99869,0.0,0.68516,
