step,timeperf/rollout,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/importance_weight/max,timeperf/recompute_logp,ppo_actor/correct_seq_len/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/importance_weight/min,teacher_answer_n_seqs,ppo_actor/correct_seq_len/max,ppo_actor/update/approx_kl/min,ppo_actor/update/lr,teacher_answer_logp/avg,ppo_actor/correct_seq_len/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/n_tokens,teacher_answer_logp/min,ppo_actor/eps_clip,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/n_valid_tokens,teacher_answer_logp/max,ppo_actor/final_reward/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/new_logp/avg,teacher_answer_reward/avg,ppo_actor/final_reward/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/new_logp/max,teacher_answer_reward/min,ppo_actor/final_reward/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/new_logp/min,teacher_answer_reward/max,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/incorrect_seq_len/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clipped_tokens,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/kl_rewards/max,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/kl_rewards/min,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,teacher_format_found/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,teacher_format_found/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,teacher_format_found/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_theta_max,teacher_optimized_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_theta_min,teacher_optimized_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/v_proximal,teacher_optimized_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/v_theta,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/vocab_max_logits/avg,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/vocab_max_logits/max,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/vocab_max_logits/min,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_min_logits/avg,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_min_logits/max,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_min_logits/min,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/entropy/avg,ppo_actor/use_dual_clip,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/entropy/max,rollout/accepted,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/entropy/min,rollout/reward,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/grad_norm,eval-rollout/reward,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/importance_weight/avg
11,0.0019706,15.0,0.0,1.0,0.56546,459.73,0.0,1.0,256.0,530.0,0.0,3e-06,-2.6589,322.0,-0.0017081,146160.0,-12.303,0.25,0.84738,97097.0,0.0,-8.8455e-05,-0.79736,-0.17833,-2.7861,2.1106,0.99963,0.0,-12.503,-2.4748,2.3335,-4.7297,0.89999,241.0,0.45052,-0.17663,12.562,577.85,0.0,0.0,2.0,1026.0,0.0,-4.5305,253.0,510.0,0.0,0.0,570.38,0.0,0.0,97097.0,318.0,0.0,0.0017081,1.0,1026.0,0.0,0.79736,16140.0,3.7188,0.0,-0.84738,97097.0,0.0,256.0,0.0013347,1.0,4.0,219140.0,0.48615,1.0,0.070312,97097.0,-8.9407e-08,1.0,0.0,0.0625,0.0013456,2.0,1.0,1.0,0.35903,2.0,379.29,0.0,0.0,2.0,192.0,191.64,97097.0,9.0,384.0,642.0,-0.17833,10.0,0.73724,126.0,0.0,27.126,0.15637,5.0,-4.7297,47.0,3.8386,570.93,0.0,6.625,0.086812,1026.0,0.0,-17.724,0.00039334,322.0,0.0,-7.4375,0.00012588,-2.7861,0.0,-37.0,4.7101e-05,0.89999,0.20561,0.0,0.0043645,-12.503,2.3,1.0,0.0,0.0001271,7.4034e-16,0.0,2.3523,3.7601,0.35803,,-2.6772,-3.5827,1.0
12,0.0016347,15.0,0.0,1.0,0.55409,502.4,0.0,1.0,256.0,571.0,0.0,3e-06,-2.7396,409.0,-0.0016579,140340.0,-12.936,0.25,0.74376,97499.0,-7.9473e-08,-8.0987e-05,-2.1291,-0.18666,-2.8677,2.4032,0.99979,0.0,-13.136,-2.4462,2.1038,-5.4071,0.86926,241.0,0.11894,-0.185,24.969,551.06,0.0,0.0,2.0,632.0,0.0,-4.3463,585.0,504.0,0.0,0.0,547.23,0.0,0.0,97499.0,385.0,0.0,0.0016579,1.0,632.0,0.0,2.1291,16207.0,3.7188,0.0,-0.74376,97499.0,0.0,256.0,0.0014488,1.0,4.0,156540.0,1.2481,1.0,0.070312,97499.0,-8.9407e-08,1.0,0.0,0.09375,0.0014859,2.0,1.0,1.0,2.2666,2.0,380.86,0.0,0.0,2.0,251.0,167.35,97499.0,10.0,384.0,248.0,-0.18666,11.0,0.73962,127.0,0.0,27.235,0.13273,5.0,-5.4071,45.25,3.8754,548.21,0.0,6.625,0.090659,632.0,0.0,-17.942,0.00044321,409.0,0.0,-7.0938,9.3471e-05,-2.8677,0.0,-38.5,4.7241e-05,0.86926,0.21458,0.0,0.0043619,-13.136,2.392,1.0,-4.6951e-10,-8.371e-05,1.9609e-16,0.0,2.7239,4.5098,0.3597,,-2.7025,-4.013,1.0
13,0.0017896,13.0,0.0,1.0,0.55857,511.69,0.0,1.0,256.0,610.0,0.0,3e-06,-2.546,458.0,-0.0015322,140070.0,-11.474,0.25,1.044,97572.0,0.0,-9.621e-05,-1.9208,-0.18694,-2.6859,2.433,0.99989,0.0,-11.674,-2.4218,2.8404,-4.8968,0.85103,243.0,0.1465,-0.18541,21.75,549.06,0.0,0.0,2.0,689.0,0.0,-4.7973,562.0,467.0,0.0,0.0,546.64,0.0,0.0,97572.0,447.0,0.0,0.0015322,1.0,689.0,0.0,1.9208,16219.0,3.7656,0.0,-1.044,97572.0,0.0,256.0,0.0014218,1.0,4.0,168580.0,1.0673,1.0,0.058594,97572.0,-8.9407e-08,1.0,0.0,0.054688,0.0014478,2.0,1.0,1.0,1.8447,2.0,381.14,0.0,0.0,2.0,286.0,166.02,97572.0,11.0,384.0,305.0,-0.18694,12.0,0.73961,132.0,0.0,27.228,0.1371,5.0,-4.8968,45.25,3.8798,547.16,0.0,6.625,0.085549,689.0,0.0,-17.88,0.00034906,458.0,0.0,-7.4688,0.00012816,-2.6859,0.0,-37.0,8.3456e-05,0.85103,0.21453,0.0,0.0039457,-11.674,3.0158,1.0,1.2511e-09,-0.00043447,4.5221e-16,0.0,2.7414,4.5438,0.35449,,-2.6469,-3.3769,1.0
14,0.001522,31.0,0.0,1.0,0.55723,476.55,0.0,1.0,256.0,594.0,0.0,3e-06,-2.0182,350.0,-0.0015696,141350.0,-9.4259,0.25,0.75693,95615.0,0.0,-0.00025996,-0.91101,-0.18659,-2.0916,2.2286,0.99977,0.0,-9.6259,-2.4389,2.1317,-4.8803,0.90937,225.0,0.40212,-0.18503,3.75,562.57,0.0,0.0,2.0,794.0,0.0,-4.6693,9.0,514.0,0.0,0.0,550.59,0.0,0.0,95615.0,346.0,0.0,0.0015696,1.0,794.0,0.0,0.91101,15893.0,3.5156,0.0,-0.75693,95615.0,0.0,256.0,0.0013365,1.0,4.0,184320.0,0.37479,1.0,0.12109,95615.0,-8.7879e-08,1.0,0.0,0.0625,0.0013573,2.0,1.0,1.0,0.41497,2.0,373.5,0.0,0.0,2.0,174.0,178.66,95615.0,12.0,384.0,410.0,-0.18659,13.0,0.74418,130.0,0.0,27.043,0.13592,5.0,-4.8803,45.75,3.8566,552.16,0.0,6.625,0.086429,794.0,0.0,-17.789,0.00035107,350.0,0.0,-7.4375,0.00012959,-2.0916,0.0,-37.75,4.644e-05,0.90937,0.21445,0.0,0.003776,-9.6259,2.402,1.0,3.8301e-09,-3.6892e-05,8.2394e-16,0.0,2.7382,3.6121,0.36026,,-2.7507,-3.7811,1.0
15,0.0021745,40.0,0.0,1.0,0.57504,473.58,0.0,1.0,256.0,548.0,0.0,3e-06,-2.3389,339.0,-0.0015733,150060.0,-11.167,0.25,0.91141,95106.0,0.0,-0.00017551,-1.0491,-0.1839,-2.3605,2.1719,0.99981,0.0,-11.367,-2.4749,2.4878,-4.5903,0.8974,216.0,0.35026,-0.18233,3.8125,607.04,0.0,0.0,2.0,1542.0,0.0,-4.5736,19.0,429.0,0.0,0.0,585.48,0.0,0.0,95106.0,336.0,-0.0,0.0015733,1.0,1542.0,-0.0,1.0491,15808.0,3.3125,0.0,-0.91141,95106.0,0.0,256.0,0.0013847,1.0,4.0,305660.0,0.57642,1.0,0.17188,95106.0,-8.6788e-08,1.0,0.0,0.0625,0.0013984,2.0,1.0,1.0,0.5503,2.0,371.51,0.0,0.0,2.0,197.0,214.68,95106.0,13.0,384.0,1158.0,-0.1839,14.0,0.75542,131.0,0.0,27.057,0.18589,5.0,-4.5903,45.5,4.5224,586.19,0.0,6.625,0.087848,1542.0,0.0,-17.359,0.00062153,339.0,0.0,-7.0625,0.00024448,-2.3605,0.0,-39.25,6.0822e-05,0.8974,0.2102,0.0,0.0047831,-11.367,2.5682,1.0,-2.567e-09,-2.8898e-05,8.9739e-17,0.0,2.5186,3.8472,0.35625,,-2.7077,-3.426,1.0
16,0.0015739,16.0,0.0,1.0,0.56757,502.31,0.0,1.0,256.0,552.0,0.0,3e-06,-2.1572,415.0,-0.0014708,145830.0,-10.0,0.25,0.76882,97733.0,0.0,-0.00012395,-1.3678,-0.18672,-2.2896,2.1424,0.99994,0.0,-10.2,-2.4657,2.1572,-4.4275,0.85156,240.0,0.25468,-0.18525,8.5625,574.12,0.0,0.0,2.0,716.0,0.0,-4.5009,64.0,509.0,0.0,0.0,569.24,0.0,0.0,97733.0,410.0,-0.0,0.0014708,1.0,716.0,-0.0,1.3678,16246.0,3.7344,0.0,-0.76882,97733.0,0.0,256.0,0.0014111,1.0,4.0,182400.0,0.62244,1.0,0.066406,97733.0,-8.7544e-08,1.0,0.0,0.0625,0.0014303,2.0,1.0,1.0,0.93538,2.0,381.77,0.0,0.0,2.0,285.0,187.86,97733.0,14.0,384.0,332.0,-0.18672,15.0,0.73275,125.0,0.0,26.925,0.13629,5.0,-4.4275,46.0,3.8773,569.63,0.0,6.5938,0.084348,716.0,0.0,-17.706,0.00030874,415.0,0.0,-7.4375,0.00012657,-2.2896,0.0,-37.75,3.4162e-05,0.85156,0.21587,0.0,0.0035382,-10.2,2.4511,1.0,0.0,-8.7541e-05,6.7286e-16,0.0,2.4961,4.0768,0.35711,,-2.7561,-3.576,1.0
17,0.0013047,41.0,0.0,1.0,0.56329,487.39,0.0,1.0,256.0,571.0,0.0,3e-06,-1.5229,346.0,-0.0016782,146070.0,-10.833,0.25,1.0291,95418.0,0.0,-0.00024371,-1.1509,-0.18038,-1.5373,1.5658,0.99986,0.0,-9.9948,-2.4242,2.7985,-4.7338,0.90417,215.0,0.31635,-0.1787,7.9062,586.43,0.0,0.0,2.0,1116.0,0.0,-4.9458,105.0,441.0,0.0,0.0,569.66,0.0,0.0,95418.0,342.0,0.0,0.0016782,1.0,1116.0,0.0,1.1509,15860.0,3.2812,0.0,-1.0291,95418.0,0.0,256.0,0.0015399,1.0,4.0,257790.0,0.7694,1.0,0.17969,95418.0,-8.9407e-08,1.0,0.0,0.0625,0.0015616,2.0,1.0,1.0,0.66231,2.0,372.73,0.0,0.0,2.0,184.0,197.84,95418.0,15.0,384.0,732.0,-0.18038,16.0,0.76022,124.0,0.0,27.003,0.16746,5.0,-4.7338,46.25,3.8368,570.57,0.0,6.625,0.087399,1116.0,0.0,-17.619,0.00075266,346.0,0.0,-7.2812,0.00020602,-1.5373,0.0,-37.75,7.6666e-05,0.90417,0.20715,0.0,0.0041561,-9.9948,2.3206,1.0,-2.3987e-10,1.6238e-05,1.9481e-17,0.0,1.9846,4.4969,0.36025,,-2.7873,-2.7008,1.0
18,0.0017111,29.0,0.0,1.0,0.58796,472.24,0.0,1.0,256.0,547.0,0.0,3e-06,-1.9833,366.0,-0.0020069,137800.0,-8.3531,0.25,0.87493,95938.0,0.0,-0.00010063,-1.2043,-0.17741,-2.0652,2.2963,0.9996,0.0,-8.5531,-2.4749,2.3987,-4.4223,0.9,227.0,0.29989,-0.1754,16.781,546.7,0.0,0.0,2.0,741.0,0.0,-4.2645,213.0,510.0,0.0,0.0,537.63,0.0,0.0,95938.0,362.0,0.0,0.0020069,1.0,741.0,0.0,1.2043,15947.0,3.5469,0.0,-0.87493,95938.0,0.0,256.0,0.0016073,1.0,4.0,173060.0,0.52377,1.0,0.11328,95938.0,-8.9407e-08,1.0,0.0,0.0625,0.0016334,2.0,1.0,1.0,0.72522,2.0,374.76,0.0,0.0,2.0,192.0,163.51,95938.0,16.0,384.0,357.0,-0.17741,17.0,0.73928,126.0,0.0,27.316,0.13933,5.0,-4.4223,46.25,3.9482,538.27,0.0,6.5625,0.088656,741.0,0.0,-17.904,0.00030004,366.0,0.0,-7.375,0.00011065,-2.0652,0.0,-38.0,3.5193e-05,0.9,0.20508,0.0,0.0039228,-8.5531,2.4879,1.0,-2.0676e-09,0.00016586,6.2075e-17,0.0,2.6147,4.6248,0.36468,,-2.7282,-3.7973,1.0
19,0.0018511,42.0,0.0,1.0,0.55674,487.86,0.0,1.0,256.0,616.0,0.0,3e-06,-1.5592,393.0,-0.0018849,140220.0,-11.59,0.25,1.1302,94919.0,0.0,-0.00014216,-1.6457,-0.17864,-1.5609,2.1789,0.99993,0.0,-11.79,-2.4749,3.0964,-4.9898,0.89375,214.0,0.19288,-0.17675,22.156,559.51,0.0,0.0,2.0,851.0,0.0,-4.9275,592.0,496.0,0.0,0.0,546.56,0.0,0.0,94919.0,389.0,0.0,0.0018849,1.0,851.0,0.0,1.6457,15777.0,3.2344,0.0,-1.1302,94919.0,0.0,256.0,0.001811,1.0,4.0,187780.0,0.96616,1.0,0.19141,94919.0,-8.9407e-08,1.0,0.0,0.054688,0.0018456,2.0,1.0,1.0,1.3542,2.0,370.78,0.0,0.0,2.0,204.0,176.98,94919.0,17.0,384.0,467.0,-0.17864,18.0,0.7479,125.0,0.0,27.205,0.14661,5.0,-4.9898,46.5,3.8973,547.75,0.0,6.625,0.094285,851.0,0.0,-17.591,0.00038985,393.0,0.0,-7.4688,0.00013921,-1.5609,0.0,-40.0,4.7832e-05,0.89375,0.20508,0.0,0.0042273,-11.79,2.2802,1.0,-9.0023e-09,-0.00035053,1.7207e-16,0.0,2.6495,4.8073,0.37155,,-2.871,-4.2509,1.0
20,0.0070077,63.0,0.0,1.0,0.58671,449.16,0.0,1.0,256.0,562.0,0.0,3e-06,-1.9124,322.0,-0.0021951,137330.0,-9.1364,0.25,1.0104,92343.0,0.0,-0.00030706,-1.1907,-0.17141,-1.8542,1.8025,0.99983,0.0,-9.3364,-2.4702,2.7467,-4.72,0.91198,193.0,0.30401,-0.16922,3.7812,564.94,0.0,0.0,2.0,755.0,0.0,-4.4656,12.0,520.0,0.0,0.0,534.59,0.0,0.0,92343.0,319.0,-0.0,0.0021951,1.0,755.0,-0.0,1.1907,15348.0,3.0156,0.0,-1.0104,92343.0,0.0,256.0,0.0020268,1.0,4.0,183170.0,0.7363,1.0,0.24609,92343.0,-8.9407e-08,1.0,0.0,0.0625,0.002067,2.0,1.0,1.0,0.70888,2.0,360.71,0.0,0.0,2.0,169.0,175.73,92343.0,18.0,384.0,371.0,-0.17141,19.0,0.77655,136.0,0.0,27.236,0.15005,5.0,-4.72,47.75,3.9269,536.45,0.0,6.5938,0.083716,755.0,0.0,-17.627,0.00045085,322.0,0.0,-7.4688,0.00013775,-1.8542,0.0,-37.75,6.7772e-05,0.91198,0.19935,0.0,0.0044644,-9.3364,2.5779,1.0,-1.0575e-08,6.7561e-05,1.4086e-16,0.0,2.281,4.5488,0.3688,,-2.7941,-4.706,1.0
21,0.0017011,68.0,0.0,1.0,0.56048,477.6,0.0,1.0,256.0,578.0,0.0,3e-06,-1.6485,342.0,-0.0022231,138050.0,-8.8298,0.25,1.3873,92721.0,0.0,-0.00028943,-2.2724,-0.17661,-1.5442,2.1365,0.99987,0.0,-9.0298,-2.4719,4.004,-4.5984,0.91667,188.0,0.10306,-0.17439,10.531,561.57,0.0,0.0,2.0,680.0,0.0,-4.4408,221.0,431.0,0.0,0.0,537.32,0.0,0.0,92721.0,338.0,0.0,0.0022231,1.0,680.0,0.0,2.2724,15411.0,2.8281,0.0,-1.3873,92721.0,0.0,256.0,0.002091,1.0,4.0,167170.0,1.6167,1.0,0.29297,92721.0,-8.9407e-08,1.0,0.0,0.0625,0.0021404,2.0,1.0,1.0,2.582,2.0,362.19,0.0,0.0,2.0,160.0,177.07,92721.0,19.0,384.0,296.0,-0.17661,20.0,0.71979,127.0,0.0,27.179,0.12991,5.0,-4.5984,47.0,3.8741,539.27,0.0,6.625,0.08889,680.0,0.0,-17.76,0.00041189,342.0,0.0,-7.4062,0.00013986,-1.5442,0.0,-38.0,5.0526e-05,0.91667,0.2048,0.0,0.0035673,-9.0298,2.7205,1.0,-1.3988e-08,-1.7883e-05,2.0294e-16,0.0,2.553,5.6752,0.34657,,-2.6815,-3.7391,1.0
22,0.0013169,66.0,0.0,1.0,0.55565,483.5,0.0,1.0,256.0,587.0,0.0,3e-06,-2.0409,333.0,-0.0029812,137380.0,-8.9034,0.25,1.0169,93096.0,0.0,-0.00024362,-1.5287,-0.1824,-1.9451,2.0556,0.99929,0.0,-9.1034,-2.4738,2.7647,-4.5475,0.91406,190.0,0.21681,-0.17942,6.5938,555.11,0.0,0.0,1.0,877.0,0.0,-4.5229,67.0,405.0,0.0,0.0,534.34,0.0,0.0,93096.0,330.0,-0.0,0.0029812,1.0,877.0,-0.0,1.5287,15473.0,2.8594,0.0,-1.0169,93096.0,0.0,256.0,0.002268,1.0,4.0,187650.0,0.74778,1.0,0.28516,93096.0,-8.9407e-08,1.0,0.0,0.035156,0.0023379,2.0,1.0,1.0,1.1685,2.0,363.66,0.0,0.0,2.0,165.0,172.99,93096.0,20.0,384.0,493.0,-0.1824,21.0,0.71046,128.0,0.0,27.191,0.14084,5.0,-4.5475,47.75,3.8961,536.65,0.0,6.5625,0.15682,877.0,0.0,-17.684,0.00050246,333.0,0.0,-7.25,0.0001981,-1.9451,0.0,-38.0,4.9915e-05,0.91406,0.20947,0.0,0.0037505,-9.1034,2.5119,1.0,3.9337e-09,0.00010732,3.2709e-16,0.0,2.414,5.6784,0.36749,,-2.6735,-3.9642,1.0
23,0.0015523,43.0,0.0,1.0,0.56881,458.91,0.0,1.0,256.0,565.0,0.0,3e-06,-2.4184,319.0,-0.0022328,143570.0,-9.3646,0.25,1.3795,94021.0,0.0,-0.00021831,-2.7174,-0.1954,-2.43,2.1482,0.99979,0.0,-9.5646,-2.4214,3.973,-4.7894,0.92031,213.0,0.066045,-0.19316,20.625,581.41,0.0,0.0,2.0,930.0,0.0,-4.7581,451.0,502.0,0.0,0.0,559.52,0.0,0.0,94021.0,315.0,0.0,0.0022328,1.0,930.0,-0.0,2.7174,15628.0,3.2812,0.0,-1.3795,94021.0,0.0,256.0,0.0020227,1.0,4.0,218620.0,1.7835,1.0,0.17969,94021.0,-8.9407e-08,1.0,0.0,0.0625,0.0020804,2.0,1.0,1.0,3.6922,2.0,367.27,0.0,0.0,2.0,153.0,193.57,94021.0,21.0,384.0,546.0,-0.1954,22.0,0.74025,132.0,0.0,26.839,0.15413,5.0,-4.7894,45.0,3.8497,560.84,0.0,6.5312,0.084305,930.0,0.0,-17.55,0.00042062,319.0,0.0,-7.375,0.00012168,-2.43,0.0,-43.25,5.8818e-05,0.92031,0.22416,0.0,0.0035162,-9.5646,2.575,1.0,3.2458e-10,-0.00021185,7.4652e-17,0.0,2.5542,4.0284,0.39244,,-2.6775,-4.0386,1.0
24,0.0013978,50.0,0.0,1.0,0.58768,455.7,0.0,1.0,256.0,570.0,0.0,3e-06,-2.1167,311.0,-0.0017796,136070.0,-11.269,0.25,1.187,92821.0,0.0,-0.00017079,-1.4289,-0.18512,-2.079,1.952,0.99984,0.0,-10.452,-2.4731,3.2771,-4.6274,0.92187,206.0,0.23957,-0.18334,3.875,549.92,0.0,0.0,2.0,644.0,0.0,-4.6002,8.0,453.0,0.0,0.0,530.27,0.0,0.0,92821.0,306.0,-0.0,0.0017796,1.0,644.0,-0.0,1.4289,15428.0,3.0938,0.0,-1.187,92821.0,0.0,256.0,0.001616,1.0,4.0,162300.0,1.0902,1.0,0.22656,92821.0,-8.9116e-08,1.0,0.0,0.058594,0.0016294,2.0,1.0,1.0,1.0209,2.0,362.58,0.0,0.0,2.0,150.0,168.93,92821.0,22.0,384.0,264.0,-0.18512,23.0,0.75259,126.0,0.0,27.084,0.13536,5.0,-4.6274,45.5,4.1008,531.52,0.0,6.5625,0.20518,644.0,0.0,-17.536,0.00046237,311.0,0.0,-7.375,0.00014443,-2.079,0.0,-38.25,3.979e-05,0.92187,0.21084,0.0,0.0041632,-10.452,2.5628,1.0,0.0,-0.00017988,5.3349e-16,0.0,2.3751,4.2097,0.35195,,-2.8332,-3.7714,1.0
25,0.0020623,49.0,0.0,1.0,0.61068,440.24,0.0,1.0,256.0,550.0,0.0,3e-06,-2.2773,305.0,-0.0018542,137240.0,-9.9962,0.25,1.0657,91117.0,0.0,-0.00015168,-2.0353,-0.19172,-2.2088,2.3234,0.99981,0.0,-10.196,-2.4735,2.9028,-5.2554,0.9276,207.0,0.13064,-0.18986,4.3438,558.77,0.0,0.0,2.0,1091.0,0.0,-4.3768,19.0,339.0,0.0,0.0,533.64,0.0,0.0,91117.0,301.0,0.0,0.0018542,1.0,1091.0,0.0,2.0353,15144.0,2.9844,0.0,-1.0657,91117.0,0.0,256.0,0.0016655,1.0,4.0,219390.0,1.1659,1.0,0.25391,91117.0,-8.9407e-08,1.0,0.0,0.0625,0.0016948,2.0,1.0,1.0,2.0712,2.0,355.93,0.0,0.0,2.0,139.0,180.16,91117.0,23.0,384.0,707.0,-0.19172,24.0,0.73491,128.0,0.0,27.051,0.1563,5.0,-5.2554,47.0,3.898,536.09,0.0,6.5625,0.088074,1091.0,0.0,-17.595,0.00045535,305.0,0.0,-7.1562,0.00017504,-2.2088,0.0,-37.75,4.9044e-05,0.9276,0.22005,0.0,0.0039041,-10.196,2.4577,1.0,0.0,0.00012956,3.5593e-17,0.0,2.754,5.1947,0.36975,,-2.806,-4.7007,1.0
26,0.0018677,75.0,0.0,1.0,0.55133,428.93,0.0,1.0,256.0,546.0,0.0,3e-06,-1.628,313.0,-0.0020606,134880.0,-8.7318,0.25,0.8942,89552.0,0.0,-0.00023514,-1.3868,-0.2044,-1.4899,2.3609,0.99978,0.0,-7.9002,-2.474,2.4454,-4.8485,0.92448,181.0,0.24988,-0.20234,28.469,567.44,0.0,0.0,2.0,797.0,0.0,-4.6456,797.0,349.0,0.0,0.0,525.34,0.0,0.0,89552.0,309.0,0.0,0.0020606,1.0,797.0,-0.0,1.3868,14883.0,2.7188,0.0,-0.8942,89552.0,0.0,256.0,0.0018416,1.0,4.0,184060.0,0.63664,1.0,0.32031,89552.0,-8.7894e-08,1.0,0.0,0.0625,0.0018687,2.0,1.0,1.0,0.96155,2.0,349.81,0.0,0.0,2.0,145.0,177.05,89552.0,24.0,384.0,413.0,-0.2044,25.0,0.72595,127.0,0.0,26.645,0.14509,5.0,-4.8485,45.75,3.9028,526.86,0.0,6.5625,0.087632,797.0,0.0,-17.348,0.00047224,313.0,0.0,-6.8125,9.3441e-05,-1.4899,0.0,-38.75,4.5188e-05,0.92448,0.23454,0.0,0.004472,-7.9002,2.6597,1.0,-1.7721e-08,9.4691e-05,8.9916e-18,0.0,3.0489,7.1919,0.39526,,-2.9651,-6.0725,1.0
27,0.0016118,53.0,0.0,1.0,0.55193,436.02,0.0,1.0,256.0,527.0,0.0,3e-06,-2.3672,294.0,-0.001892,137470.0,-9.2708,0.25,1.0577,92167.0,0.0,-0.00021981,-1.3852,-0.17306,-2.3282,2.1223,0.99959,0.0,-9.4708,-2.4705,2.8797,-4.4632,0.93073,203.0,0.25027,-0.17116,26.406,563.37,0.0,0.0,1.0,790.0,0.0,-4.3705,630.0,329.0,0.0,0.0,535.93,0.0,0.0,92167.0,288.0,0.0,0.001892,1.0,790.0,0.0,1.3852,15318.0,3.0938,0.0,-1.0577,92167.0,0.0,256.0,0.0014806,1.0,4.0,183940.0,0.82202,1.0,0.22656,92167.0,-8.9407e-08,1.0,0.0,0.0625,0.0015039,2.0,1.0,1.0,0.9594,2.0,360.03,0.0,0.0,2.0,133.0,176.98,92167.0,25.0,384.0,406.0,-0.17306,26.0,0.73246,128.0,0.0,27.115,0.13542,5.0,-4.4632,46.25,3.8851,537.01,0.0,6.5312,0.085108,790.0,0.0,-17.515,0.00039366,294.0,0.0,-7.4062,0.00012256,-2.3282,0.0,-38.75,4.8433e-05,0.93073,0.20077,0.0,0.0037865,-9.4708,2.3487,1.0,1.6556e-10,-5.8055e-05,8.8625e-16,0.0,2.5388,4.0665,0.33617,,-2.7569,-3.5187,1.0
